text                ,category
Nammalwar wrote many songs imagining himself as a wife of lord shriman narayana                ,None-of-the-above
Im 38 years old gay male This movie had me in tears the whole time Im sad inside to live this double life my soul is numb now The world should be fair and love should be free I stopped a long time to yearn to be acceptedGreat effort guys at least I hope the coming generation to be accepting and open minded                ,Hope-Speech
She looks so beautiful ivanga actress ah                ,None-of-the-above
Is this the Mani I know                ,None-of-the-above
Actually its according to their wise But generally its right one                ,None-of-the-above
Bro I am living in Singapore so that give ur number I will call you                ,None-of-the-above
Please do prank in wine Shop                ,None-of-the-above
The real human being                ,Counter-speech
U will find your man there are a lot of gays dont worry                ,None-of-the-above
Hai sir handsome boy good speech congrats                 ,None-of-the-above
Its not others duty to look what the hell others carrying inside thier phants You guys have many other works go and do that                 ,None-of-the-above
Bible also bans things like round haircuts football divorce wearing gold any form of contraception abortion extra marital affairs mixed fabric shellfish and tattoos  So thomas Victoria are you ready to stone to death all these sinners if you are already not doing any of these Please leave your inferior urge to judge people based on what they do inside their bedroom                ,None-of-the-above
Hello madhan Anna I got lot of knowledge from your speech I would like to request two favours from u I want you have to tell about in our Indian GDP how much foreign direct investment indirect investment portfolio investment mostly our Indian companies also funded by foreign corporate even our government project also have foreign investment so who is getting more Benifits from our resource   hope u know in Chennai Hyundai car production how much resource they are consuming and what they giving to us like wise u can take cola companies etc Indians we r studying a lot but we couldnt be a inventors creators like Japes Germans Koreans like that still we r buying some advanced guns for military how our mind loss its creativity  its perusing labour brain                ,None-of-the-above
Lesbian sex is important in our society                ,None-of-the-above
Wow malini u are greatreally respect u for couragelove u so much                ,None-of-the-above
Please upload this movie songs                ,None-of-the-above
Is this crct for u and ur partner                ,None-of-the-above
ms kushboo will support for her two daughter involiving thz things                ,Homophobic-derogation
Respect                  ,None-of-the-above
exactly omg im not even gay but those answers they gave are so hurtful                 ,None-of-the-above
Ithula foreign culture ellam accept panna mudiathu sollura avan camera friends irukurathala ipdi pesuran they r fake in public                ,None-of-the-above
Bro plz about joker character particularly heath ledger                ,None-of-the-above
And children should not be targeted There are many perverts who do that to small boys who get this enslaving habit and many deaths also occur Even parents dont reveal anything for fear That is why they should be treat differently and stringently The big threat of our society                ,None-of-the-above
Mohammed Arshad  bro  un dp photo  super                ,None-of-the-above
Plz make video about how to learn english easy for tamil medium guysplz                ,None-of-the-above
Im watching part 2 waiting                ,Hope-Speech
Super nanbaTrans gender is realy great I support                ,None-of-the-above
தீரன் kongu தமிழன் really Any idea what happened to arjunan during panda vanavasam Any idea how Lord aiyapan history                ,None-of-the-above
Veral level hats of Both of you                ,None-of-the-above
Vera Level NanbargaleyProud of You Guys                ,Counter-speech
Salute to thirunagai                ,Counter-speech
Hey super bro                ,None-of-the-above
011 Has he acted in any movies                ,None-of-the-above
Semma bro I really I like it                 ,Hope-Speech
selva beauty tips  Hi                ,None-of-the-above
 Woow best story thank s group  i am From  Sri Lanka  i like visit My holiday in  INDIA  please contact best friend Tamil  English Understand  0094777774927  i like Special place GOA                 ,None-of-the-above
Good conspet bro the great show for public                ,None-of-the-above
Awesome everyone should respect them                ,Counter-speech
sir pls make viedeo about abortion                ,None-of-the-above
In future a group of people will come  claim that they wants to marry a Animal own Father Mother Sister  Brother if someone says its unnatural then they will say you are not too modern or your thoughts are not mature to understand the pure love they are also have freedom to choose with whom they want to love We should respect their feelings they are also humans at the end love is love if our feelings attracted to Animals or own parents  siblings what we can do am i correct guys LGBTQ COMMUNITY  ‍‍‍‍‍‍‍‍  Hit the like button below those who are against this kind of act or community  share your thoughts                 ,Homophobic-derogation
Was thinking about coming out I think Im quite comfortable inside the closet  And for anyone curious its really not a choice its just how we feel I fall for a girl just as I do for a boy Im bisexual                 ,Counter-speech
First of all the interviewer is not asking the right question SC did not say gay sex is right or wrong They have just declared mutual gay sex is not crime and they should be treated as equal as any heterosexual person Individual opinion about gay sex is not the question here                ,None-of-the-above
Im also gay  i proud myself what I am  we are also humans  thanks for this motivation movie   mysonisgay team                ,Hope-Speech
I like ur videosBroGreat ur not afraid of illuminateGreat                ,None-of-the-above
Ishvar Mahendiran Sir I am not from India but I can understand Tamil I am not sure why we should discriminate someone just because we dont understand them I just want to give moral support  I dont see anything wrong in it                ,Hope-Speech
Really appreciate you my friend Madan for explaining these topics                ,None-of-the-above
next level to  control the human population  sec 377 BRILLIANT  PLAN WISH THE NEXT GENERATION WILL BE FREE FROM OVER CROWD  lot more to say this comment alone not enough to explain think positive                ,None-of-the-above
weirdo  why such a question Whatever gender being a good human is enough               ,Counter-speech
Dont Miss u c YouTube channel too much behaviour                ,None-of-the-above
Acting super bro and thanks for the share                ,Hope-Speech
Stop making these kind of nonsense                ,None-of-the-above
Who we r  Its their life Let them decide wt they want U live ur life             ,Counter-speech
No comments simply waste                 ,None-of-the-above
Tamil nadu Bus Metro ItRain                ,None-of-the-above
Wishing you all the best God bless you                ,Hope-Speech
Sema acting bro                ,None-of-the-above
Babu G L for lesbian G for gay B for bisexual T for transgender            ,Counter-speech
Excellent  speach                ,None-of-the-above
Really they are Great with Compare With normal peoples They are really Equal to God                ,Hope-Speech
What an attitude                ,None-of-the-above
Your WhatsApp namber send me I am gay l age of 17                ,None-of-the-above
Explain about phimosis and recovery                ,None-of-the-above
Sharuk Sameer  and kind mind u my parents arent that educated They are very orthodox Hindu but after I explained to them about me they understood that But the fact that there are people who are educated and still probing their nose in others business is wat worries me                ,None-of-the-above
Thats for increasing their channels views                ,None-of-the-above
Thani sathiyamoorthy hi                ,None-of-the-above
Heart touching brovere level                ,Counter-speech
Theri mass very very very super                ,None-of-the-above
She looks totally lady Voice only upset                ,None-of-the-above
super movie with a powerful message                ,Hope-Speech
Like my comment                ,None-of-the-above
Unwanted programs What is in their hand bag Kevalamana program                ,None-of-the-above
KIRAN The Rebel Fkkkk off                 ,None-of-the-above
if you can change your orientation by just listening to her probably you should reconsider your orientation and not marry a girl and spoil a girls life                  ,None-of-the-above
Gud prank bronice acting                ,None-of-the-above
Bro u name and phone number ormobile number please kotuinga                ,None-of-the-above
suvitha shree ya i wont  use bad wordsthanks for ur advice                ,None-of-the-above
Those who said it shoul be between male and female they only think about sex i have friends from LGBT they are much more compassionate and kead a good life  just let them live their life                ,Counter-speech
Pleasesalute the transgender because the have most kindness then usthey also like usthey have  only transgenderthey also achieve more than us                ,Hope-Speech
Waiting for part 2  its soo emotional                ,None-of-the-above
Very good thougt                ,None-of-the-above
Her style reminds me of Actor Thanushsoo knowledgeble                ,None-of-the-above
Acting Vera lvl     Bro                ,Counter-speech
You told my life as well till now I am not open it abt to any one  But definitely   one day I will tell my wife and daughter once my daughter grows up I dont want to die guilty                ,Hope-Speech
The Supreme Court judgment is most welcome                ,None-of-the-above
What a speech mam whenever  Iam watching ur speech its too gud for me to enhance all of them to develope in it u r rite                ,None-of-the-above
Against natural human race Wrong judgement for fucking basterds judges                 ,Homophobic-derogation
If you watch more lesbians scenes your harmones will change  it is simple   no need of science and technology to understand this fact  a man will get lust on a woman a woman will get lust on a man  this is nature and creation of the lord  if you say you are correct   by the way follow  next generation will not be here the world will come to end  im not angry about you I like your brave but poor you confuse this society   you will get best rewards when you will die by the one who gave you birth                ,Homophobic-derogation
Excellent speech  she said their feelings  we people avoid their words and feelings  this interview help me to understand their sufferings to some extent Thanks sister                ,None-of-the-above
Same problems can happen in anyones life if everyone think that way                ,None-of-the-above
Nega tha Seyirantha deivam                 ,None-of-the-above
I reject this idea                ,None-of-the-above
Dinesh Babu they wont  because their religion doesnt support it In india it is not the casewe have always been existing                 ,None-of-the-above
Wow her attitude loved it Bold speech                ,None-of-the-above
How come ppl will know she is a transgender Until n unless she tells Shes beautiful                ,None-of-the-above
Eagerly waiting for part 2                ,Hope-Speech
Super acting bro u have a good future                ,None-of-the-above
Saranya lol you clearly missed the point The ending says he has accepted that he is gay and that he does not mind if other people know He takes off his glasses in the end to show he will be with his partner                ,Hope-Speech
Shrinivasan Kannan   Again I am not accepting Western culture just coz Im gay Also why r u so bothered about what others do in their bedroom even if they r related to u Coz u want everyone to follow ur perspective of right and wrong I am not gonna hurt anyone by loving a man Or having sex with him and I know the difference between love and friendship if thats wat u were implying on the naming of relationships in India y India Coz other countries have no names fr various relationships I am neither going forward or backward Im minding my own business u should try it too Feels good u know                ,Counter-speech
oh god same bigotry A Muslims parents allowed and accepted everything But a Hindu father is against lol And they want us to believe it Being Gay is natural And it is irrespective of religion But how can you forget the religion and why it has always to be a liberal open minded Muslim and misogynist bigoted communal and kattar Hindu Are your guts not full with the Bollywood and tollywood bigotry that you are bring this bullshit here too shame on you                ,None-of-the-above
Pls send to  me contact number                ,None-of-the-above
World will end soon                ,Homophobic-derogation
According to myself LGBT is the most awkward thing and i dont know how it was good to people                ,Homophobic-derogation
Any Lesbian  Hit like   an do comment   no need to scare still more  im proud to be an lesbian   Some Foolish People they cant understand                 ,Hope-Speech
Really kind heartedreal human beingGreatAnd congrats for ur social service                ,Hope-Speech
I have not watched 50 movies but I nearly watched this documentary 50 times                 ,None-of-the-above
Royal Queen  No one sees women weakOnly men of past and retarded men of past think like that                ,None-of-the-above
Thank you for talking about this topic                ,None-of-the-above
God must help them                ,Hope-Speech
Super bro I am transgender so I proved of my gender thankyou thambi                ,None-of-the-above
Being a gay I can relate with my life Such an emotional rollercoaster Still I need my moms acceptance                ,None-of-the-above
Each and every lines are from her heartshe is very clear and confident with who she issee gender appearancecolor doesnt matterbe yourselfif u r a gay  lesbian etc it doesnt matterbe bold always act like youlife is for one timeLIVE YOUR LIFE                ,Hope-Speech
Hey congrats bro                ,None-of-the-above
Malini your thoughts and words are beyond the world your so great and i respect u so much  Because ur a common human right dont consider people who speak non sense                ,None-of-the-above
Its natural only its not opted from a western culture everyone has rights to live their life  i support LGBT community                ,Hope-Speech
sex is god gifts we shout not misuse this gay and gay marriage not good               ,Homophobic-derogation
BIBLE SAYS 2CORINTHIANS 510 For we must all appear before the Judgement seat of Christ that everyone may receive the things done in his body according to that he hath done whether it be good or bad                ,Homophobic-derogation
Hats off you mam                ,None-of-the-above
Subscribed only for VJ ashiq                ,None-of-the-above
I am taken back to my life the movie end with a good tonebut my life still in the pain mode i am the latif in real life but my harish is gone away from mstill long for him                ,Hope-Speech
Sister U so cute and your smile really super                ,None-of-the-above
girubhakar T  Lolyou must read my statement clearlyeven as a boy I dont walk at 2 am bcoz i wanna  sleep that time                ,None-of-the-above
Hey heart melting ya                ,Hope-Speech
Hi yesu sathish sema neenga oruthangaladhu unmaya irukinga nu namburen  Elarum emathurvanga than Just to make a good frndship how to contact you                ,None-of-the-above
Why YouTube is recommending now this video after 1 year                ,None-of-the-above
We had done  surgeries converting 5 females to males They were suffering from gender identity disorder They were feeling like  Males get trapped inside female body  try to do video on this topic                ,None-of-the-above
U r great bro                ,None-of-the-above
Nice Movie I Support Gay sI Need Gay Husband in My Life                ,Hope-Speech
I think its correct Very one have their own rights in the countrytherir  also have there own feelings In the interview girls you are rocking                ,Counter-speech
Little more emotions huhlolwill be megaserial then                ,None-of-the-above
Is transgender not translate you dont even know the difference how you going to understand the others                ,None-of-the-above
Can you give suggestions list of movies with coming out                ,None-of-the-above
Mohamed Sameer  well said bro there is no point in explaining these dumb people pity their ignorance                ,None-of-the-above
Getting Tears on my eyes                ,None-of-the-above
How beautiful she is  in character wise also                ,None-of-the-above
She is so beautiful                ,None-of-the-above
Lol I was into the video until she said I am a feminist                ,None-of-the-above
I am waiting bros                ,Hope-Speech
Proud of you nanba                ,None-of-the-above
I dont have this kind of sister                 ,None-of-the-above
Heart touching video                ,None-of-the-above
First safeguard your women  then come and talk about others                ,None-of-the-above
Semma action bro                ,Hope-Speech
Its really super bro                ,Hope-Speech
Solla vaarthaiye ella anna yepavum unga videos paathu sirichiruken today feel panna vachitanga But vera level mass concept anna Hats off u  brother Keep rock                ,Counter-speech
Thani Sathiyamoorthy is it so dudewhy  did you tell your wife about your feel                ,None-of-the-above
She s really looks more beautiful and looks like girl only                ,None-of-the-above
cant contral tearsrespect to all tirunangai                ,Hope-Speech
Where level post                ,None-of-the-above
Hai bro Nice speech Congratlation for ur great thoughts                ,None-of-the-above
She is very good  person                ,Hope-Speech
Yana Sola varega brother its right or wrong                ,None-of-the-above
Please  guys Respect our feelings Well speech  Malini Im From Malaysia  Please do email me               ,Counter-speech
   IAM waiting part 2                ,Hope-Speech
no its not even Trump rejected thus act in usa                ,None-of-the-above
Momosexual are more affected with std                ,Homophobic-derogation
O dont worry                ,Hope-Speech
In Japan older age are higher                ,None-of-the-above
Beautiful movie  good actor thanks for sub                ,None-of-the-above
PJ Chribbin lol you know only to curse                 ,None-of-the-above
Adei LGBT is a nature 1st u should understand what is nature and un nature                ,None-of-the-above
India is a third class country and the thoughts of people of this third class country will be third class  I feel sorry for the LGBTQQ community of India you guys are born in the wrong country                ,None-of-the-above
Hey guyss really love u from bottom of my heart Tq so much for this precious video And showing their real  character and life and their pure heart And anna i love that moment when you called her amma Keep rocking ever We always support u                ,None-of-the-above
Seriously great human being                ,None-of-the-above
Vera level act mass performance                 ,Hope-Speech
Mani shankar Iyer you deserved to have hug from me You know what love is the most madness one that never existed anywhere else Hats of to your crew you all have a outstanding cinematography screenplay direction dialogue editing background music and even the locations what a great stuff that you shown speechless i must admit my gratitude to character varun who have a amazing expression perfectly tuned tone of voice and the dedication towards the film Even character latif scene were fabulous even the main credit to dialogue director and you you just hiked LGBTQIS love in next level As a writer I must congratulate to all of your hard work and dedication towards the gender equality You have a great cini life I would be happy if you are continuously doing socially challenged theme and put your hard work together    My best wishes to all crewthanks for the movie                ,Hope-Speech
Nice flim Its good that more people are coming forward and attempting this topic Hope our society will realise there is nothing wrong in this Brilliant acting by this guys Love their acting                ,Hope-Speech
Ok  thanks  bor u sub  free time come whatsapp                ,None-of-the-above
Good keep going to winning the youtube prankster award make a awareness video                ,Hope-Speech
Yeah same hereMy mum accept who im but idk she agree when i love a guy                 ,None-of-the-above
Nice actraa thambi                ,Hope-Speech
Really Great Kanneer vanthuvittathu bro               ,None-of-the-above
Call or text me                ,None-of-the-above
I love thirunangai sorry my moms and my sisters love you all                ,None-of-the-above
Wow wt a attitude she have She have the own style keep going friend we all support you                ,None-of-the-above
Scripted episode bro single tea machi                ,None-of-the-above
Really nice heart and soul touching movie Latif charecter amazing                ,None-of-the-above
Shes such a loveable person                ,Counter-speech
Super bro thank you for this video                 ,None-of-the-above
Love you  Ashhiq for ur simplicity                 ,None-of-the-above
Really Your Great              ,None-of-the-above
Can talk about mental stress                ,None-of-the-above
Thats the same point I m trying to tell you No men is like that Even you told our great grand fathers had more than one wives But I dont think so No men will say Hey I had sex with three women last night and I want more Tonight But so called these feminists actually they doesnt know about feminine  What they are doing is just blaming the real men                ,None-of-the-above
I echo the thoughts of many viewers here  just cant happen in real life not in TN at the moment It was a superb movie though                ,None-of-the-above
ioio N  ur from                ,None-of-the-above
So many are commenting she is not looking like transgender she is like girl why she shouldnt look like transgender why should they try to look like typical girl instead of being themselves this really shows we are not accepting them the way they are                ,None-of-the-above
I am single boy My 25year My from goa              ,None-of-the-above
Good but maybe I missed something I didnt understand completely                ,None-of-the-above
She is cute                 ,None-of-the-above
Brother really appreciate                ,None-of-the-above
Great video TMP  Hatsoff team                 ,Hope-Speech
I agree section 377                ,None-of-the-above
Nice ur service people help                ,None-of-the-above
What he is saying is his experience of what he saw from his circle of gays but usually many gay people dont do everything that he says  When I was in Korea two boys hold hands with each other while walking but that doesnt mean they are gay He is talking all about the sex life of gay people Who said gay people dont do alcohol Not everything is true for everyone                ,Counter-speech
Mani Shankar Iyer  Pleasure is all mine Yours High Eminence Iyer Sahib Please enchant us with more of your quality work particularly in the area of LGBT relations                ,None-of-the-above
Where is nuisance here                ,None-of-the-above
Brooo part 2ku waiting bro broo semma act broo hatsoff broo                ,Hope-Speech
Yes love is love it does not matter about gender it about heart about emotions about love                ,Hope-Speech
Haha she is so cute and innocent                ,None-of-the-above
Will Com ussu illa bro homosexuals and heterosexuals                ,None-of-the-above
Nice movie Parents should understand their children feelings                ,Hope-Speech
Bro super bro IAM waiting                ,None-of-the-above
This is a sandwich technique If you wanna recognise LGBTQ saperately better make a documentary or conduct a decent interview which might give us knowledge to understand them Disturbing some random person to recognise is like making them feel alien and you are uprising them                 ,Counter-speech
Read my another comment i mentioned the problem bcoz of this N then reply me                ,None-of-the-above
I was just loving this movie when i watched Really an eye opener for all the parents and also to the society Not sure how far will the impact be but any change requires a start This is a wonderful start Worth spending 55 minutes of my day Really dont know if i can be as bold as Latif nor love a person like him                ,Hope-Speech
Menwomantransgender straightgaylesbian all are equal                ,Counter-speech
Any gays watching this                ,None-of-the-above
Such a nice  video hart taching                ,Hope-Speech
Royal Queen  Know where feminism startedIt was started by a jewish womenWomen in south were satisfied with their life until some people came in portrayed badlyI dont wanna continue this argument                ,None-of-the-above
Excellent explaination Keep rocking anna                ,None-of-the-above
Literally this made me just cryy  dont know whyy                ,None-of-the-above
Semma acting bro Super               ,None-of-the-above
Man soo if I dont like I wont do it I cant ever stop anyone thats their life their own life life is jus one bro there is nothing wrong nothing right anything wrong yesterday is right today we cant 100 understand from anyones shoes I wud support my siblings to live their life the way they want it to be                ,None-of-the-above
Whose faults is that for a person to be born as a transgender  Why must dispised and be isolated from society can they respected as a fellow humanbeing  instead we brag about GodReligion                ,Counter-speech
Nice bro well try                ,Hope-Speech
ok bro its clear what u saidok then speak about gaywho is gay difference between gay  thirunangai                ,None-of-the-above
All the human beingshave their rightsto diside there paththe may know what the gender they areI support fr all human beings                ,Counter-speech
rajeshs  help isnt literal financial help I thought I can educate her Being a teacher i thought so And being a womeni dont want her to be a call girl                ,None-of-the-above
is it mandatory to mention the gender                ,None-of-the-above
Cho sweet                 ,None-of-the-above
Too many murmur talks by ashiq in this video tats way too rude                ,None-of-the-above
I am crying bro  because intha video va pathathum                ,None-of-the-above
Govind svi Cool they will definitely understand you                ,None-of-the-above
Waiting for you bro                ,Hope-Speech
She has a great heart                ,Hope-Speech
She follows the attitude of actor dhanush                ,None-of-the-above
I am trying to start a job boutique  I need some employees  only transgender welcome because  my mom wish is to give a opportunity to them my mom is a kind hearted women                 ,None-of-the-above
This was the best thing treat to my eyesa real enlighting cliping awesome work team                ,None-of-the-above
Waiting for part 2                ,Hope-Speech
She is humble                ,None-of-the-above
Hi bro nice want to c u                ,None-of-the-above
Visuvanathan swamynathan  s whatever u said its correct I too came from a small family studied by my own went to part time job and handled many problems in society but over come everything went to abroad worked there for a year now working in coimbatore now got an opportunity to work in abroad everything happens because I dont depend others still I am independent                ,None-of-the-above
Bro really heart melting video                ,None-of-the-above
Really heart broken hats off to u sis                ,None-of-the-above
I have seen already in other interview about her love story and lives of transgender                ,None-of-the-above
Even Im a gay what I had faced in my life As same as you None  for me  more than my parents                ,None-of-the-above
 Horror series video check this And subscribe              ,None-of-the-above
ramz mesh  same character bro                ,None-of-the-above
Good awareness movie                ,Hope-Speech
bro let me know one thing seriously i dont know tats y i am asking my question is Does 377 section increase child sex and tell how section 377 increase child sex and why this comparison  its ur wish to answer r not              ,None-of-the-above
Its against our precious culture                ,None-of-the-above
Just see her as she is She can identify herself as she wishes But how will laws and reforms and rules be defined if you close your eyes to the reality Maybe on a social level we can call her a woman But is that what she wants How do we know anything                ,None-of-the-above
She is more beautiful than the soundarya rajinikanth                ,None-of-the-above
Sneha Solomon why                ,None-of-the-above
Hi brohow to contact you                ,None-of-the-above
Bro pls tell what mens proustution please explain                ,None-of-the-above
I think youre confusing sexual harrassment with equal rights More than 1200 people have been arrested under section 377 out of which 208 were minors When people especially youngsters come out to their parents they send them to conversion camps or some samiyar bullshit Section 377 may have been decriminalized but I personally think that India has a long way to go before it becomes safe and common to be a part of the LGBTQ community                ,Counter-speech
Bold and Beautiful                 ,None-of-the-above
Hi  Pls Pls Pls calme villages boys only                ,None-of-the-above
Seema seema brother super                ,Counter-speech
stepping out of ur comfort zone tis is the real success brofrank talk make more bold videos bro                ,None-of-the-above
Vignesh Prabakaran  good reply bro live your life to the fullest ignore these type of people                ,None-of-the-above
Not 20 years bro                ,None-of-the-above
Being a Gay Lesbian or Transgender is not a choice but being a homophobic or bigot is the fundamental responsibility of any human being is to accept each others identity You are not doing any favor by accepting her or him You are just fulfilling your responsibility By accepting others the way they are you are also helping in creating a better society that values diversity and accepts the uniqueness of people as they are                ,Hope-Speech
H r y Vinoth                ,None-of-the-above
Thanks to Santhosh For the Wonderful Film No Word to say You have more success Congrats Bro            ,None-of-the-above
Who all waiting for part2                ,None-of-the-above
They harass everyone in bus and  do this  for living                ,Homophobic-derogation
Thala superwell to much bro                ,Hope-Speech
Waiting for part2                 ,Hope-Speech
I support only transgender they worthy to marrie                ,None-of-the-above
For fun is okay not for life                ,None-of-the-above
I will support lgbt I will support man to man mirrage equality                ,Hope-Speech
R u In love with ur same sex                ,None-of-the-above
Cant she pronounce ழ differently                ,None-of-the-above
i really like his confident go and shine bright man                ,None-of-the-above
weird தமிழன்  how you know                ,None-of-the-above
So cute she is                ,Hope-Speech
Joseph Benhur  sorry for the late reply just a few min before only  I saw your reply Iam waiting for your reply                ,None-of-the-above
516 Hats off Man                ,None-of-the-above
Respect the human whoever its thats a humanitarian                 ,Counter-speech
sowmya narayan  pls try to understand nature rather than stupid culture Im asking you a question if you re a girlare you ready to marry a gayboy or if you re a boy  are you ready to marry a lesbian women Pls understand  them  Let them live who they are put your nonsense criticism into dustbins                ,None-of-the-above
If you dont have a particular problem when someone else has the problem it does not mean its unnatural and weirdstep in their shoes Heterosexuals have no rights to bully or dominate homosexuals Be a human be considerate First try to get to learn before putting forward your opinionsThey do have feelings                ,Counter-speech
DhanusH Art  47 chance of getting AIDS                ,None-of-the-above
Ajmath Nisha Anarbasha You think that will solve the issue Thats just lazy idea And it wont work Acknowledge the issue and evolve as a community Cant close our eyes and hope that the issue will resolve itself            ,None-of-the-above
She is so beautiful and so sweet                 ,None-of-the-above
Waiting for part 2                ,Hope-Speech
Pathivukku nandri Feeling about this sister                ,None-of-the-above
Wait is meera really trans                ,None-of-the-above
its not western culture                ,None-of-the-above
MAY I help you                ,None-of-the-above
stop explaining her as transgender is there any necessity to mention                ,None-of-the-above
Latif has done good Harish father is a senior artist depicting the character very natural A special shottu to director for using apt songs cleverly                ,None-of-the-above
The real love                 ,None-of-the-above
The story line is pathetic and very confusing Better luck next time                ,None-of-the-above
Wow smooth story Topic very clear Awesome performance and couple s I love it Amazing reaction Ultimated by act and dialogue Nice to team work Best act latif Unbelievable of story line Best one again Beautiful Vera level Marana Mass Thanks for Director  Mani Totally 999100  ,None-of-the-above
one of the best video                ,None-of-the-above
I am a openly gay Indian this movie brought tears and joy to my heart the empathy from the father is what we expect from our parents Beautifully choregraphed film and the most important film I have seen in recent history of Indian Cinema thanks a lot to the entire movie team                ,None-of-the-above
Really super one of the best you tube video for this                ,Counter-speech
Super super my  family I am Gay my ammu yaruna my no call me9600057461                ,None-of-the-above
Kadhayalla Nijam  yeah bro Lord is the source  for happiness peace and love Lord jesus christ always loved people who believe in him   Lord jesus christ loves gay people because God  is the father of his own children                ,Hope-Speech
You cannot destroy the life of an unknown woman for your mother Its so selfish on your part to keep this lady in home for your needs and then look for some guy as soulmate You can explain your mother and make her perspective change                ,None-of-the-above
120 core population la its not big deal those some actions of jadhi veri dont take this example and tell ur right and spoil the society                ,None-of-the-above
If you know about homosexually fully talk about that please let stop this topic                ,None-of-the-above
Really super movie hatsup whole team such a wonderful movie thanks for uploading                ,None-of-the-above
This movie I watched on first day release  egmore                 ,None-of-the-above
Idhu important vishayam illa nu solraru white t shirt Avangala poittu neenga oru ponna love panna koodadhu nu sonna evlo feel aagumo adhu maadhiri dhan LGBT community kum So idhu important vishayam dhan Government theerppu correct dhan                ,None-of-the-above
Keerthu u r correct but i dont like                ,None-of-the-above
Antha AKKA really great purest soul  love u AKKA                  ,Counter-speech
She is so respectful and caring                ,Counter-speech
Tn government pls take action                ,Counter-speech
True affection bro Really great                ,Hope-Speech
I need his number                ,None-of-the-above
That is culture profiling to think that only Americans express their sexuality openly with the same Gender Even if other countries ban public affection that looks Gay they cannot get rid of people who are attracted to the same sex The more Society tries to cover the more desperate people become And sometimes desperation leads to Victims and heart break Instead of fairness to Humanity And the freedom to express love in a manner fit for all sexual orientations                ,Counter-speech
Realy nice bro                ,None-of-the-above
Speech Very important good love it bro                ,None-of-the-above
Sprr bro all the best bro                ,Hope-Speech
Really hats off                 ,Hope-Speech
Very nice interview please explore the miss transqueen namitha                ,None-of-the-above
Ada punnaku it is gay not guy 1st of all yr English itself a disaster and u are here to correct others life Come on give a break                ,None-of-the-above
Beautiful move Excellent narrated                ,None-of-the-above
thalayeluthuintha natla poranthathu                ,None-of-the-above
History of islam                ,None-of-the-above
Good luck for your success dear sister                 ,None-of-the-above
I strongly Aggree All depends on their own likings                ,None-of-the-above
Bro Tell about mayan calender                ,None-of-the-above
I like your bold speech  Very nice                ,None-of-the-above
Bro make a video about Nethaji Subash Chandra Bose                ,None-of-the-above
Anyway u did the prank that is the real feeling of a transgender pls dont  tell that u did a prank and to then which will hurt them   Do the prank and silently go off             ,Hope-Speech
what u mean bro                ,None-of-the-above
Annie April you and your stupid theory of how you think gays are child abuser  even thousands of videos like this will not change your mind set  Try to understand being doesnt men they will try to sleep with every man they come across their life they are just normal like heterosexual              ,None-of-the-above
Hats off sakothari                ,None-of-the-above
pls concern her needs every soul in this earth has their writes to live happy pls not hurt them                ,None-of-the-above
Shes look so so so beautiful                ,None-of-the-above
IAM also interested                ,None-of-the-above
The father will be 10 times more cruel and narrow minded  reality  And the dialogue is licking a five drop sperm is love  hatsoff to the dialogue writer  Yet you can hear much more offensive words and dialogues when you comeout to your family and the so called society of real life            ,None-of-the-above
It is actually LGBTQ q is for queer and there are lot of sexuality                ,None-of-the-above
God is very great                 ,None-of-the-above
Illa DMK development development only fevelopment                ,None-of-the-above
Meena K support means                ,None-of-the-above
Really great akka                ,Hope-Speech
Super bro Vera level performance all the best part 2 waiting bro                ,Hope-Speech
Acting vera level bro                ,Counter-speech
This only one video my full support                 ,Hope-Speech
Its not Article 377 its Section 377 of Indian Penal Code                ,None-of-the-above
u r devil follower not god                ,Homophobic-derogation
Dont worry bro Be hopeful                ,None-of-the-above
Society should accept gay people also                ,Counter-speech
Such a wonderful voice bro                ,None-of-the-above
Nonenes videos      Idiot video stupid video you are any work first go to work                ,None-of-the-above
Keep in touch  with us will find how we can help you please sent your  details or phone no  to mail Nithy163gmailcom                ,None-of-the-above
Ashik Ikon correct                ,None-of-the-above
Hai Im Ajay Really felt relaxed watching this movie I missed these brave move My partner not strong to be in public Now he married a girl and happy I was also happy Bcoz I loved him Atleast watching this kind of movie making me feel relaxed Im still living with his memories And so many happiness in tiktok couples Thank you director for this movie Im late                 ,None-of-the-above
Beautifully articulated Kudos to you                 ,None-of-the-above
Dont worry brother be bold and be youself ignore all negatively and Dont worry for the problem in which your Fault is not there                 ,None-of-the-above
OMG a bold subject portrayed in such a simple and beautiful way I could easily relate to Harish and Latif Latif finally won the war  Can I hug you for the last time is where my eyes moistened A great tribute to all the protagonists who suffered in different ways to get their same sex love pre legalisation of Section 377 One more interesting point is you can convey a strong message of LGBT issue through a film without steamy kisses and body shoving  Kudos to the whole unit and especially Latif Good luck for future endeavours                ,None-of-the-above
Thanks for talking about marginalized and ostracized people                ,None-of-the-above
Waste of time                ,None-of-the-above
Can anybody explain  d vedio i dont understand tamil                 ,None-of-the-above
Charulatha Kp  I love you 9626495101                ,None-of-the-above
Ungaloda speak Reyaly very very nice                ,None-of-the-above
Acting vera level                ,None-of-the-above
Very nice and very funny                ,None-of-the-above
