text,category
ഒന്നും പറയാനില്ല ഓരോ കാഴ്ചകൾ എന്തോ ഉൾകൊള്ളാൻ പറ്റുന്നില്ല,None-of-the-above
ആ സ്ഥിതിക്ക് ആരാണ് ശേരിക്കും പ്രെകൃതി വിരുദ്ധർ പ്രെകൃതിയിൽ തന്നെയുള്ള homosexuality യോ അതോ മനുഷ്യരിൽ മാത്രം കാണുന്ന homophobia യോ Homophobics thanne alle sherikkum prekruthi virudhar ,Homophobic-derogation
വിവരം ഇല്ലാത്ത കാര്യത്തെ കുറിച്ച് പറയാൻ പോകരുത്,None-of-the-above
Karanam matham ennu mathram parnj nadakane 3 vayas thot ningalk ariyu,None-of-the-above
MIDHUN Sshiksha‍ Ennathine kodthu ennu koodi para,None-of-the-above
Abhay നിനക്കൊക്കെ ചത്തൂടെ മൈരേ ആണിനെ വ്യഭിചരിക്കുന്ന ആണുങ്ങൾ അയ്യേ,Homophobic-derogation
പ്രകൃതി മനുഷ്യനെ ആണും പെണ്ണുമായി സൃഷ്‌ടിച്ചു എന്ന് നിങ്ങൾ പറയുന്നത് ട്രാൻസ്ജെന്റർ ഇന്റർസെക്ഷ്വൽ ജെന്റർഫ്ലൂയിഡ് എന്നിങ്ങനെയുള്ള ലിംഗ വൈവിധ്യങ്ങളെപ്പറ്റി നിങ്ങൾക്ക് അറിയാത്തത്കൊണ്ടാണ്,None-of-the-above
ശീതൾ ന്റെ hus congrats,None-of-the-above
killukkam petti athu bro ithonnum munb kandittillaathondaanu Its perfectly normal,None-of-the-above
Sadhacharavadhikalea kalum valiya dhurantham Ee lokath vera illa allee Support cheyunnavar like adiche,None-of-the-above
ഒക്ടോബര്‍ ഒന്ന് മുതല്‍ Flowers ചാനൽ Pay ചാനലാവുകയാണ് എന്ന് കണ്ടു അപ്പോള്‍ പ്രവാസികൾക്ക് അന്ന് മുതല്‍ ചാനൽ എങ്ങനെ കാണുവാന്‍ സാധിക്കും ഇപ്പോള്‍ Intelsat 66 ലുള്ള ചാനൽ ലോക്കാവുമല്ലോ എന്താണ് അതിനുള്ള പരിഹാര മാർഗം,None-of-the-above
ശാന്തി ചേച്ചി മാസ്സ് ,None-of-the-above
അറിവിനും അപ്പുറം than annannallo thanne counseling koduthu pennakkanum chancundavumllevivaramillayama oru thettalla,Counter-speech
Athenganaa matchaaneee,None-of-the-above
God of Israel ഫെമിനിസ്റ്റ് ആയ പുരുഷ സുഹൃത്തുക്കൾ എനിക്കുണ്ട് പക്ഷെ അവരെ പെൺകൊന്തന്മാർ എന്നാണ് സമൂഹം lebal ചെയ്തിരിക്കുന്നത് In fact we face the situation,None-of-the-above
Karyam parayalo angeegarikyanam Oru pakshe Adam Harryude cause nu vendi allarnenkilum ith njan support cheyyam Karanam aalkar ariyanam ,Hope-Speech
Engne oru muzhuvan sthree muzhuvan purushan enna ganathile peduthaan pattum Sthreek reproduce cheyyunnath pole ivarkk cheyyan pattum0 Innathe technology karanam kuttikal ayekkam Ithonnum illayiriunnenkil engne jeevikkum Chilar bisexual aanenn avakaashapedunnu apol nammal engne avre sthreeyute koottathil allenkil purushakoottathil peduthum Ithonnum praayogikamlla Ithonnum prakruthikku inangunna karyangal alla Ipol nammuk sahathapam thonnaam Nale nammude kuttikale ivar ethra influence cheyyumennu kandariyaam,Transphobic-derogation
Asif Muhd നിനക്കൊട്ടും സുഗിക്കുന്നില്ലല്ലോടാ,None-of-the-above
Usthad mar enthinan cheers ankutikale sexually abuse cheyunath,None-of-the-above
pes Soccers Ella commentukalkidayilum kaanum ithupole oronnu Matham matham matham Religion ellathinum koodikalarthi urutti thinnilenkil avarku urakkam varilla,None-of-the-above
Ingane aakanem enn avarude choiceEngane perimaranam enn nammudeyum,None-of-the-above
BroGood concept aan but inganoru vishayam edukkumbo thattikoottal feel cheyyaruthThudakkakar aanelum allelum scripting sradhikkuka karanam ellavarum charcha cheyyunna oru theam aan Aniway good effort,None-of-the-above
ariyathe karyangalil thale idalle suharte,None-of-the-above
Varun Punnala താൻ ഇത്രയും സപ്പോർട്ട് കൊടുക്കുന്നത് എന്ത് കൊണ്ടാണെന്നു മനസ്സിലായി ഇത്തരം കാര്യങ്ങൾക്കു ഇപ്പൊ സമൂഹത്തിൽ ഭയങ്കര പിന്തുണ ആണ് ഒരു വശം നോക്കിയാൽ വളരെ നല്ല കാര്യം പെണ്ണുങ്ങളെ പീഡിപ്പിക്കാതെ ഇരിക്കൂ സെക്സിനു നിബന്ധനകൾ ഉണ്ട് എന്ന് തന്നെ ആണ് എന്റെ വിശ്വാസം കൂടുതൽ സന്തോഷം കിട്ടാൻ നമ്മുടെ നമ്മുടെ വീട്ടിൽ നിന്നുള്ളവരും ആയി നമ്മൾ അത് ചെയ്യുമോ Sex പുണ്യമാണ് പവിത്രമാണ് അതിനു അതിന്റെതയ മര്യാദ ഉണ്ട് എന്ന് തന്നെ ആണ് വിശ്വാസം,Homophobic-derogation
കൊങ്കൺ പാതയിലുള്ള ട്രെയിനുകളിൽ ഇത്തരക്കാരെക്കൊണ്ട് വലിയ ശല്യമാണ്,None-of-the-above
Decriminalise cheythathinu mumbu proud,None-of-the-above
Vyas Deep ഗേ ആളുകൾക് ജന്മനാ ഉള്ള സ്വഭാവം ആണോ അതോ പിന്നെ തോന്നുന്നതാണോ അവര്ക് സ്ത്രീകളുടെ മൈൻഡ് വരില്ലേ ഇതിൽ നിവേദിനു സ്ത്രീകളുടെ ആറ്റിട്യൂട് പോലെ കണ്ടു ടിക്ടോക്കിലൊക്കെ ഒരു കാമുകിയെ പോലെ റഹീമിന്റെ വൈഫ്‌ ആണെന്ന് തോന്നുന്ന പോലെ അതാ സംശയം വന്നത് അവര്ക് അപ്പൊപെണ്ണിന്റെ മൈൻഡ് ആരിക്കുവോ,None-of-the-above
അവർക്ക് നന്നായി മനസിലായത് കൊണ്ടാണ് ഒന്നിച്ചു ജീവിതം അല്ലെങ്കിൽ ചിലപ്പോൾ നിങ്ങളുടെ പെങ്ങളെയോ മകളെയോ അഥവാ അതുപോലെ വേറെ ഏതെങ്കിലും പെണ്കുട്ടികളെയോ കല്യാണം കഴിച്ചു നരക ജീവിതം ജീവിക്കുന്നുണ്ടാകുമായിരുന്നു,Counter-speech
Vincent Gomez niyoke e kalathe analo jivikunate enorkumbozha Engil e technology enthellam Nalla karyathine use cheyam Govindachami oke ete food aanu kazhikunathe engil,None-of-the-above
Kurachu Kalam munp vare njnm avare cheetha ennu karuthiyirunnuathe pole living relationship bad anennu karuthiannu njn kurach cheruthaippo njn muthirnnu varumpo athodoppam kazhchappadum marukayayirunnuippo oral transgender Anu ennu paranjalano ok ennu parayanum living relationship ishtamullavar angane jeevichotte ennu vijarikkanum ente mind valarnnittund,Hope-Speech
കുരു പൊട്ടിക്കുന്നവർ പൊട്ടിക്കും ഷാഫിക്കാ അവരെ പറഞ്ഞിട്ടു കാര്യമില്ല ഈ കുരുപൊട്ടലുകൾ നിങ്ങളുടെ ആശയത്തിന്റെ വിജയമായി കാണുക,None-of-the-above
പണ്ഡിറ്റ്‌ ഊമ്പൻ ദയാൽ ഒരു trans ആയിരുന്നു എന്ന് വിശ്വസിച്ചാൽ തീരുന്ന പ്രശ്നമേ താങ്കൾക്ക് ഉള്ളു,None-of-the-above
Eni engilum allukal kku bodho udhayam undavatte,None-of-the-above
ഗേ ആയതിന്റെ പേരിൽ വിവേചനം കാണിച്ചത് തെളിവോടെ പുറത്തു വന്നാൽ നിങ്ങൾക്കെതിരെ വിവേചനത്തിന് കേസ് കൊടുക്കാൻ പറ്റും,Counter-speech
Bro ente chanel subscribe cheyyu nanum cheyya ente videok thaye cmnt itamathi,None-of-the-above
നല്ല സംരംഭം വിജയിക്കട്ടെ,None-of-the-above
Daivathe sthuthikkoooalhamdulillaahavare parihasikkaruthpaavangal,None-of-the-above
കോസിന് ഫിലിം പഠിക്കണം എന്ന് പറഞ്ഞപ്പോൾ എഞ്ചിനീയറിംഗ് എടുക്കണം എന്ന് പറഞ്ഞ ലെ ഞാൻ,None-of-the-above
alka umm Polygamy cheyyunna muslims undayirunn polyandry ivide angane illa  adhokke illathath ath maintain cheyyan difficult aayitt alle 1 person aayitt ulla relationship tanne maintain cheyyan paada appazha,None-of-the-above
Old generation aan kooduthalum angeegarikkathath so generations marum thorum kazhchapadukalum maruminnthe piller educated aan,None-of-the-above
kurachu nalayitulla doubt aanu aaa kochu enthanu ee parayanathu Videole vishayamayittu bandhamila ennu ariya pakshe video aayitu bandhamundu adhukondu enniku chodhikam  ,None-of-the-above
Swargarathy pinthudarnna samudayathe allahu parakke nashipicha charithram raheemin ariyillayirikkum,None-of-the-above
ശരിക്കും ഇങ്ങനത്തെ ആളുകളുണ്ടോ ,None-of-the-above
Aaru compare chaithu dulkar mugam kandal ariyille vedi pottiyal polum expression varilla  mara pava pole ,None-of-the-above
Dgzhrsustj Ighxufsuts gay support cheyyunnad kond aaan naattil cheriya kuttikale polum avar seduce cheyyunnad Ith ninthe swandam veettilulla aale aan avanmaar seduce cheyyunnad engl nee mindaathirikko Enthe cheruppa kaalathu njan anubhavapettadaan Adond ithine njan orikkalum spprt cheyyathilla,Homophobic-derogation
പ്രതീക്ഷിച്ചതിലും പോസിറ്റീവ് ആയ പ്രതികരണം ആണ് വിഡിയോയിൽ അത്ഭുദം തോന്നുന്നു നിങ്ങൾ ഒരുപാട് നെഗറ്റീവ് ആയത് ഒക്കെ എഡിറ് ചെയ്ത് കളഞ്ഞിട്ടുണ്ടോ,None-of-the-above
ഇവർക്കിടയിൽ എന്തു വികാരമാണ് ഉണ്ടാവുകയെന്നാണ് എനിക്ക് മനസ്സിലാവാത്തത് ,None-of-the-above
Sebastian Alby പുരുഷന്മാരെ പോലും വെറുതെ വിടാത്ത കുണ്ടൻ തായോളികൾ ,Homophobic-derogation
ഇതൊക്കെ എന്താണ്  ഒന്നുകിൽ ആണായി ജീവിക്കുക അല്ലേൽ പെണ്ണായി ജീവിക്കുക  നിങ്ങളിൽ ഭൂരിപക്ഷം ഉള്ള അവയവം ഏത് വിഭാഗത്തിന്റെയാണോ നിങ്ങൾ അവരോടോപ്പോം നിൽക്കൂ  നിങ്ങൾ സ്വയം ഒറ്റപ്പെടുകയാണ് എന്ന് നിങ്ങൾ മനസ്സിലാക്കൂ,Transphobic-derogation
Paranjittu kaaryamillavivaramillaayma oru thettu allalloAvarude life aaanu avarude ishttangalavarude sandhoshamwho are you to judge them like this ,None-of-the-above
goutham oooaayikkotte,None-of-the-above
Hayns Kichappannnnn fans like  adikunna sthalam,None-of-the-above
മണിക്കുട്ടി കഴിഞ്ഞേയുള്ളൂ എല്ലാരും she is ma fvrt onea real inspiration,None-of-the-above
Anagha Reji sorry,None-of-the-above
അവരും ജീവിക്കട്ടെ,None-of-the-above
Sex worker athaannu ningal verpppu maanyamaayi aadhyam jeevikku,Transphobic-derogation
വിമർശനം ഉന്നയിക്കുന്നവർ ബുദ്ധി ശൂന്യൻമാർ ആണ്,None-of-the-above
TIME SPENTER aavum but idhoru manasigharoghanaytte njn kanninnillu or person with unsound mind,None-of-the-above
ഇതിനും വേണ്ടി content evidun കിട്ടുന്ന  bhaki arkum ഇല്ലല്ലോ ,None-of-the-above
കുന്ദൻ  mark enthum aakalo,Homophobic-derogation
എന്ത് വൃത്തികെട്ട മേക്കപ്പ് ആണ് കാണുമ്പോ പേടി ആവുന്നു,None-of-the-above
Vaishnav Talks MM വൊ ഒരു പണ്ഡിതൻ ,None-of-the-above
Street Food Kerala ഞാൻ കോട്ടപ്പുറം ആറ്റാശ്ശേരി,None-of-the-above
കേരളത്തിലെ മനുഷ്യർ ഭക്ഷണം കഴിക്കുന്നവരാണ് നിങ്ങളെ കണ്ടാൽ തന്നെ അറിയാം,None-of-the-above
എല്ലാ കുണ്ടന്മാര്കും എന്റെ നടുവിരൽ നമസ്കാരം ഞങ്ങൾ ആണുങ്ങൾക്ക് girls ഉണ്ട് നിങ്ങൾ കുണ്ടന്മാർ ആണാണ് എന്ന് പറഞ്ഞു നടക്കരുത് ആണുങ്ങൾ പെണ്ണുങ്ങളെ ആണ് ഇഷ്ടപ്പെടുന്നത് കുണ്ടന്മാർ നാടിൻറെ ശാപം,Homophobic-derogation
faZal frps world പുരുഷന്മാരെ പോലും വെറുതെ വിടാത്ത കുണ്ടൻ തായോളികൾ ,Homophobic-derogation
Geetha C K Innu Nivin cheyyumpo preshnam ullathu humanity illathavarkk maathram aanu allathavarkk pure love inte beauty maathrame kaanan pattu,None-of-the-above
ഞാനൊരു ദിവസം കോഴിക്കോട് വന്നപ്പോൾ പെട്ട് പോയതാ കുണ്ടന്മാരുടെ ഇടയിൽ  നാറികൾ,Homophobic-derogation
maria mariyam podi potti,None-of-the-above
അല്ല ഇങ്ങനെ കൊച്ചു നാളുകളിൽ പിടിപ്പിക്കപ്പെട്ടാൽ gay ആയി മാറുമോ ,None-of-the-above
AUDIOPHILE mikya animalsilum homosexuality und,None-of-the-above
Liyas world പുനർജന്മം എന്നത് തെളിയിക്കപ്പെട്ട വസ്തുത ആണ് അക്കാര്യത്തിൽ മനുഷ്യർ ഉണ്ടാക്കിയ മതവും വിശ്വാസങ്ങളും ഒന്നും ബാധകം അല്ല,None-of-the-above
സൈക്യാട്രിസ്റ്റിനെ കാണിക്കാൻ ഉള്ള കമന്റ് വന്നോ മക്കളേ,None-of-the-above
സത്യം സിനിമ തീയേറ്ററിയിൽ പോലും സ്വസ്ഥത തരില്ല മൂത്രം ഒഴിക്കാൻ നിക്കുമ്പോൾ അടുത്ത് നിന്ന് മറ്റുള്ളവരുടെ അണ്ടിയിലേക്കും നോക്കി വെള്ളമിറക്കും നായ്ക്കൾ,Homophobic-derogation
9 vishnu iyer ninte thandhaye ninak ariyillel shagayil poi nokkada myre കുന്ദൻ  colony vaaname,Homophobic-derogation
Abhilash Aju pinne enikk ingane oru kunju janichaal avan angane aavathirikkan maximum sramikkum Islam enthennu avane padippikkum ഞാൻ  Ennittum avan anganeyayal avan marichu ennu ഞാൻ  karuthum Kazhiyumenkil konnu kalayukayum cheyyum avane ithu pole oru nikrishta janthuvaayi jeevikkan sammathikkilla,Homophobic-derogation
മീശേം താടിയും വളർത്തിട്ട് കാര്യം ഇല്ലാ ആണുങ്ങളെ പോലെ ജീവിക്കാഡോ ആണുങ്ങളുടെ വില കളയാൻ ആയിട്ട് ഇറങ്ങിക്കോളും,Homophobic-derogation
നിങ്ങൾ ഗേ ആയതുകൊണ്ടാണോ അതിനെ സപ്പോർട്ട് ചെയ്യുന്നത് ഒരു മതത്തിലും ഇസ്‌ലാം ക്രിസ്ത്യൻ ഹിന്ദു അതൊരിക്കലും പറയുകയില്ല So please dont promote homosexuality for gods sake,Homophobic-derogation
Paavam live ahnu aaringila Myran,None-of-the-above
Aneesha Anju അത് പറയുന്നത് താൻ ആണ്ചോദിക്കുമ്പോൾ ഉത്തരം മുട്ടുമ്പോൾ ഈ വർത്തമാനം പറഞ്ഞാൽ മതിയല്ലോതാൻ ആണ് പറഞ്ഞത് homosexual മനുഷ്യൻ ഉണ്ടാക്കിയെന്ന്അപ്പോൾ താൻ ഇതിന് ഉത്തരം പറ പിന്നെ പ്രകൃതി ഈ സ്വഭാവം എങ്ങനെ കാണിക്കുന്നുതനിക്ക് ഉത്തരം ഉണ്ടോ,Counter-speech
ആണും ആണും തമ്മിൽ lip Lock ചെയ്യുമ്പോ സുഖം കിട്ടുവോ ,None-of-the-above
എല്ലാ കുണ്ടന്മാരുടെയും അണ്ടി അറുത്തെടുത്തു നാട് കടത്തു,Homophobic-Threatening
സ്വന്തം ഭാര്യയെ കൂട്ടികൊടുത്ത തായോളി ജഡ്ജി,None-of-the-above
പുരുഷ വേഷത്തിൽ ഇവരെ ആരും തിരിഞ്ഞു നോക്കില്ല അവരും വികാര ജീവികൾ അല്ലേ  പാവങ്ങൾ,Transphobic-derogation
എനിക്ക് ട്രാൻസ്‍ജൻഡർ ഫോബിയ ഉണ്ട്അവരെ കണ്ടാൽ ഓടും ഞാൻകാരണം അറിയില്ലബോംബയിൽ ട്രെയിൻ പോയവർക്ക് മനസ്സിലാവും,Transphobic-derogation
feleena xavier good no words Pattumenkil 2 poojayo vazhipado nernneki Chilapo maarum  So sad sis  Muri vaidyan aale kollum Athenne avastha,None-of-the-above
ലിംഗം മാറ്റുന്ന ശാസ്ത്ര ക്രിയ ഉണ്ട്,None-of-the-above
Velvet saga Ella usthad maarum agne Alla bro ath pole schlil padipikunaa sir maarum eeadekilum neramb roghikal undavum ath thirich ariyan makkle padipikuka wrong ayit ula touch mansilakn avark kayinal oruthaneyum nattukar vidoola ath usthad ayalum ambalathile poojari aayalum virthiket kaanichal inn alekil nale avante avasnam aayirikum en vech makkle padipikathe veetl iruthan pattila srethikuka innathe Kalam athine oru samoohathee mothathil avaganikan naml arum Alla,None-of-the-above
Kundanmar samuhathin naasham,Homophobic-derogation
ഇവർക്കെങ്ങനാ കുട്ടികൾ ഉണ്ടാവുക ,None-of-the-above
Onn podo engane pottatharam parayathe naanam illenn mansilayu but naattukare ariyikkanda,None-of-the-above
ഇന്നു നമുക്ക് മുന്നിൽ കാണുന്ന എല്ലാ മഹത് വെക്തിതങ്ങളും വിദ്യാഭാസമുള്ളവരും നല്ല കുടുംബത്തിൽ പിറന്നവരും ആരും ഒരു ആണിനെ കല്യാണം കഴിച്ചു കാണാൻ കഴിയില്ല പിന്നെ ഇപ്പോൾ തുലാമാസ കുമിൾ പോലെ നാണം ഇല്ലാത്ത ഒന്ന് രണ്ടെണ്ണം മറക്ക് പുറത്തു വന്നു ആഘോഷിക്കുന്നത് കാണുമ്പോൾ അവരെ കയ്യടിച്ചു ദയാപൂർവം അംഗീകരിക്കുന്നത് കാണുമ്പോൾ സാക്ഷര കേരളമേ നിന്നോട് ലജ്ജ തോന്നുന്നു,Homophobic-derogation
ഒരുത്തീ ശീല പോലെ സംസാരിക്കുന്ന്,None-of-the-above
Hidden Anonymous bro yathagilum avatta avr aeeee avruda vazi aeee,None-of-the-above
ഈതായോളികളെ കണ്ടംവഴി ഓടിക്കണം 9n പൂറികള്,Transphobic-derogation
Sex education illathente preshnam aan ith,None-of-the-above
Dancewithamask Mask Avarrude physical body angane avaan kaarrannam kurre perrannu Athre udeshichulluaa levelinulla respect Character is a deep topic Athu vechu respect cheyyunundu ennalla paranje,None-of-the-above
DeEp wOsgA പഴയ പഞ്ചാബി houseവെട്ടം ആട് bahubaliKGF luciferപുലിമുരുകൻ പോലത്തെ ഒക്കെ സിനിമ ആണ് ആളുകൾ കാണാൻ ആഗ്രഹിക്കുന്നത് അതൊക്കെ ആണ് സിനിമ,None-of-the-above
രഞ്ചുമ്മ വേണായിരുന്നു അവര്‍ പൊളിയാണ് നിക്കിഷ്ടാ,None-of-the-above
Wow  എല്ലാവരും പോസിറ്റീവ് കമെന്റസ്   സമൂഹം മാറി വരുന്നു  ഇതിൽ ആശംസ അർപ്പിച്ച എല്ലാവർക്കും നന്ദി  അവരെ ജീവിക്കാൻ അനുവദിച്ചതിൽ  ഇനിയും ഈ സമൂഹം മാറാൻ ഉണ്ട്   വിവാഹ മംഗളാശംസകൾ  ഇനി മറ്റുള്ളവരോട് പറയാൻ ഉള്ളത്  ഇവർ ദത്ത് എടുത്ത് വളർത്തുന്ന കുട്ടികളെ  ഒരു വാക്ക് കൊണ്ട് പോലും നോവിക്കരുത് plz,Hope-Speech
Hetrosexualsine straight peoplesപോലെ കാമ കടി മൂത്ത് അമ്മയേം പെങ്ങളേം പിഞ്ചു കുഞ്ഞിനെ വരെ പീഡിപ്പിക്കുന്നവർ homoesexualsil ഇല്ല,None-of-the-above
Issu Bob മൈരൻ,None-of-the-above
ഉഭയ ലിംഗ എന്ന് വിളിക്കട,None-of-the-above
Gay mrg ennu vechaal ndhaan,None-of-the-above
Wow  elavarum pwoliichu super script casting elaam nanayi Bengali kiduve ,None-of-the-above
Leon Shajan പറഞ്ഞ് ജയിക്കാൻ നിങ്ങളാരാ എന്റെ അവലോകനം നിങ്ങൾക്ക് മനസ്സിലാവുന്നില്ലെങ്കിൽ sorry I couldnt help it Bye,None-of-the-above
വരുൺ പ്രഭാകർ ath urappayum kollanam but arkkum upadravam illathe manyamayi jeevikkunnavare enthin,None-of-the-above
Ee കുന്ദൻ aann nginee thirichariyaa,Homophobic-derogation
Evare keralathil valaran anuvadichathum ningalanu Anubhavicho Kurachu kazhiyumbo keralavum Bangalore pole aakum,Transphobic-derogation
Make up avarude eshtamallepinne entina makeup vilkunnat,None-of-the-above
ആ മഞ്ഞ ചുരിദാർ red shall ഇട്ട മാമി ടെ tiktok വീഡിയോ കണ്ടപ്പോൾ മനസിലായി ഇങ്ങനൊക്കെ പറയുന്നതിലും തെറ്റ് ഇല്ല ന്നു,None-of-the-above
എന്റെ നാട്ടിലും ഉണ്ട് ഇത്പോലെ രണ്ടെണ്ണം ഒരാളിപ്പോൾ ഒരു കൊച്ചിനെ കുണ്ടനടിച്ച കേസിൽ കണ്ണൂരിൽ ആണ് ,None-of-the-above
നിങ്ങൾ അറിഞ്ഞോ താൻ ഗേ എന്ന് സമൂഹത്തിന് മുന്നിൽ തുറന്ന് പറഞ്ഞ ഒരു യുവാവ് ആത്മഹത്യ ചെയതത് അവന്റെ വീട്ടുക്കാർ അവനെ സപ്പോർട്ട് ചെയ്തുപക്ഷേ സമൂഹം അവനെ ഒറ്റപ്പെടുത്തുകയും ശാരീരികമായി ഉപദ്രവിക്കാൻ ശ്രമിക്കുകയും കുത്തി നോവിക്കുകയും ചെയ്തു20 വയസ്സ് മാത്രം ഉള്ള അവൻ മനം നൊന്ത് ആത്മഹത്യ ചെയ്തു അതും നമ്മുടെ ഇന്ത്യയിൽഅന്ധ വിശ്വാസവും വിവരക്കേടും വിചാരിച്ചിരിക്കുന്ന നമ്മുടെ സമൂഹത്തെ എന്താണ് പറയുകകഷ്ടം,Counter-speech
ഇത്തരം ക്രൂരമായ കപട ചികിത്സകൾ കാരണം ഒരുപാട് പേർ ദുരിതത്തിൽ ആയിട്ടുണ്ട് ചിലരെ വ്യക്തിപരമായി അറിയാം ആരുടെയും ഒന്നും മാറിയിട്ടില്ല അവർ അനുഭവിച്ച ദുരിതങ്ങൾ മാത്രം ബാക്കി പലരും വിഷാദരോഗികൾ ആയി,Counter-speech
ഇനിയെങ്കിലും അത് മാറണം സമൂഹമേ അവരും അമ്മ നൊന്തു പ്രസവിച്ചവർ തന്നെ ആണ് അവർക്കും ഉണ്ട് വിഷമങ്ങൾ ഉണ്ടാകുമ്പോൾ തകരുന്ന ഹൃദയം,Counter-speech
അഞ്ചു അങ്ങനെ പറ്റില്ല ആദ്യം പോയി ഇത് ഒന്ന് പടിക്ക് അല്ലാതെ പത്താംക്ലാസിലെ അറിവും കൊണ്ട് ഇവട വന്നു വേലസല്ലേ,None-of-the-above
Ummachanum sheri vekkunnu,None-of-the-above
Rocky Bhai kokarako,None-of-the-above
പ്രിയ സുഹൃത്ത് ഫൈസു ശീതൾ ,None-of-the-above
എല്ലാ കുണ്ടന്മാരുടെയും അണ്ടി അറുത്തെടുത്തു നാട് കടത്തു,Homophobic-Threatening
Aalukalodu para thurichu nokkathe ennu Ivarku makeup idanum orunganum avakashamundu Athu avaru happiness Ningal athil Kay kadathenda avashyamilla Ningalku makeup ishtamilel idenda But if these women want to use make up they should and they will You need to focus on yourself and change your perspective,Counter-speech
Thfoooo poyi chaavineda naayintemonmaare oothukale,Homophobic-derogation
Ivarum manusharane athu aarum marakaruth,None-of-the-above
Theatril vech chilar kaliyaakunnathum ellam kettappo sherikkum irangi oru adi kodukkana thonniyath,None-of-the-above
Thanne polle ullavaraanu samuhathinde naasham,None-of-the-above
pes Soccers poo kunna,None-of-the-above
manassinu thonnunna shareeraththodu cherrnnu jeevikkanam allaathe bhooripaksham ulla avayavathodu chernnallaaaa,Counter-speech
അതുകൊണ്ട് തന്നെ അവർ നിങ്ങൾക് ഒരു പ്രശ്നവും ഉണ്ടാക്കാത്ത കാലത്തോളം അന്യൻ എങ്ങനെ ജീവിക്കണം എന്ന് പറയാൻ നിങ്ങൾക്ക് യാതൊരു അവകാശവുമില്ല ജീവിക്കാൻ അനുവദിക്കില്ല എന്ന് കമാന്റടിക്കാൻ അല്ലാതെ നിങ്ങളെന്ത് കാട്ടാനാ നാട്ടിലെ ഗേ ആളുകളെ മുഴുവൻ അങ്ങു വിഴുങ്ങിക്കളയുമോ ,Counter-speech
Sahanam thanneyaanu islam Ennal ithupole naanam ketta ഒരു santhathi undaayal athine kollan madikkilla ennanu ഞാൻ  paranjathinte artham Allathe kollan vendeettalla Ente makan ingane aavathirikkan ഞാൻ  ente rabbinte margam അവൻ u paranju kodukkum,Homophobic-Threatening
shahaban കൊച്ചി Sathyam bro aaanungalk entha vilayille,None-of-the-above
അവർ ആരെയും സമ്മതമില്ലാതെ കേറി പിടിക്കാതെ ജീവിക്കുന്നിടത്തോളം കാലം അവർക്ക് സ്വസ്ഥമായി സ്വന്തം ഇഷ്ടപ്രകാരം ജീവിക്കാം,Counter-speech
കുണ്ടൻ polayadi മക്കൾ അണ്ടി ചെത്തി കളയണം,Homophobic-Threatening
750 kodi aayi ath thanne kooduthal aanu let them live their life peacefully,None-of-the-above
മനുഷ്യനെ മൃഗത്തിന് തുല്യം ആക്കി,None-of-the-above
Aey ninne pole alla pedikkandaa tto,None-of-the-above
machanzz janichapool hormon variation engaaanum vannirunneel kaanarunn,None-of-the-above
Pinnenthina ee kalyanamini athuk koodi angot ozhivakikoodemanushyane mrgangalepole kanalle,None-of-the-above
Poda thayolilaea first u see that മൂവി then commet it,None-of-the-above
Sherikkum ithu prolsahippikkaruthu,None-of-the-above
നല്ല മെസ്സേജ്  അഭിനന്ദനങ്ങൾ,None-of-the-above
മതങ്ങളും സമൂഹവും ഒരിക്കലും അംഗീകരിക്കാത്ത യാഥാർഥ്യം അല്ലെ മിസ്റ്റർ ആൽവിൻ പോൾ ഏലിയാസ്,None-of-the-above
ഇത് പോലെ കുറെ തായോളികൾ ഉണ്ട് സമൂഹത്തിൽ കയ്യിൽ കിട്ടിയ ഒരു ദാക്ഷണ്യവും കാണികണ്ട അടിച്ച് ചെവിക്കല്ല് പൊട്ടിച്ചോണം ആണും പെണ്ണും കെട്ട ശവങ്ങൾ,Homophobic-Threatening
Homosexuality എല്ലാ ജീവജാലങ്ങളിലുമുണ്ട്  Homophobia മനുഷ്യരിൽ മാത്രമേ ഉള്ളൂ Strange അല്ലേ,None-of-the-above
VN Times കാര്യങ്ങൾ മനസ്സിലാക്കാൻ കഴിവുള്ള മനുഷ്യരുമുണ്ട് കുറച്ചു പേരുടെ തിരിച്ചറിവില്ലായ്മയ്ക്ക് മലയാളിയെ മൊത്തത്തിൽ പറയണ്ട പിന്നെ ഫെമിനിസ്റ്റ് എന്നാൽ സ്‌ത്രീപക്ഷ വാദി എന്നെ അർത്ഥമുള്ളൂ അതിനു പുരുഷ വിധ്വേഷി എന്നൊരർത്ഥമില്ല,None-of-the-above
babuk kallinkal currect,None-of-the-above
Kozhikkode 10 manikku sesham private bus standilum iranjippalathum beachilum okke ottakku poi ninnu nokkiyittu commentidanamhey,Counter-speech
കേരളത്തെ പറയിപ്പിക്കാനിറങ്ങിയ അടുത്ത രണ്ട് ശവം നാറികൾ ,Homophobic-derogation
Avar kalyanam kazhichittu enthundaayalum ath ningal nokkanda kaaryame illa mr sadachara police,None-of-the-above
lip കിസ്സ് പല്ല് തേച്ചുട്ടുണ്ടാക്കില്ല നാറ്റക്കേസ്,None-of-the-above
