,text,Labels
2190, @Aarushi Patel  yess . They are not gay,Non-anti-LGBT+ content
2191,Jai hind sir 🙏🙏🙏🙏,Non-anti-LGBT+ content
2192,"Ladyboy, shemale inke liye koi particular word nhi h kya?",Non-anti-LGBT+ content
2193,Thank you so much for gender ke bare samjhane ke liye,Non-anti-LGBT+ content
2194, @Harshwardhan Bhadane  mera bf ki sadi hi hone vali he me tut Chuka Hu abb kisi ko ki bhi sadi hoti hai he to muzhe bahot dukh hota he isliye me kahi bi sadi me nahi jata i hate my life mere ghar vale bhi saport nahi karate but abhi mere sath he or app plz is duniya me kisi pe bhi jyada bharosa mat karana or na hi pyar thoda soch smaj kar koy bhi chiz karana,Non-anti-LGBT+ content
2195,Ab samajh me aaya india ki itna abadi kyo hai or bahar ki desho me itne kam kyo hai.keep thinking up,Non-anti-LGBT+ content
2196,Sir apne sidhya ka Diya hai ki ek bihari sau par Bhari,Non-anti-LGBT+ content
2197,Do internet search it's genetic+environmental impact,Non-anti-LGBT+ content
2198,Is vedio m trans sexual aur ladyboy k baare m nahi bataya.  Vedio banao next,Non-anti-LGBT+ content
2199,Bhagwaan hai kahan re Tu🙏,Non-anti-LGBT+ content
2200,Wo sab toh thik h lekin proud kyu 💀💀,Non-anti-LGBT+ content
2201,"Priority ke hisab se ham partner sunte hai.
Agar life me aapko(Habit of talking/ S3xual compatibility/ Emotional security/Intellectual compatibility/ Social validation/ Excitement ) sahiye to aap usi type vale se hi aap pyar me pdte hai.
Attract-> fir affection-> fir Attachment , LO ho gya payar.
 Agar vo type insan me nhi rhi to hmesa khud ko akela mahsus krenge🤔😊
sometimes u want excitement sometime emotional security, so human searches for diff people at diff times. @Bookish Gyan with Ms Preeti ",Non-anti-LGBT+ content
2202,Wo aise mothers h jo vha tdp rhi ki koi unko isse bahr nikalen .riste bdl jate h ijjt k sath pr hr insan mein insaniyt hoti h usme ak aatma hoti h wo to sudh ho skti h agr unko koi yha se nikalen .silayi kdhayi bhute kam h jo wo kr skti h .and mens ko educate kro taki wo kisi bhi kdki ko job k bhkawe mein na beche .,Non-anti-LGBT+ content
2203,Chal jhuthi,Non-anti-LGBT+ content
2204, @Kajal Rajput  nhi leta hu seriously yaar but jis ko aap mjak bol rhi ho vo koi mjak ka visy nhi h chhod in sb ko ye btao kha se ho aap 😁,Non-anti-LGBT+ content
2205,Inko boobs kaise aata hoga 😂😂,Transphobia
2206,If a male is attracted towards female and Female is attracted towards male then they are straights,Non-anti-LGBT+ content
2207, @Mahesh patil  g hazoor😁,Non-anti-LGBT+ content
2208,Cloning se possible hai,Non-anti-LGBT+ content
2209,Sir ji nmste ye 5 nmbur me admi ke dono parts hote hai,Non-anti-LGBT+ content
2210,Khan sir zinda baad,Non-anti-LGBT+ content
2211,You tube pr pta nhi sir kya kuch dekha krta...Lekin jb se aapke video dekhe h..Uske baad bs aapki hi video dekh rhe h,Non-anti-LGBT+ content
2212,Thode nhi hai officially hi 10 lakh se Jaya hai sirf India mein baki numbers surely bhoot jayada hai isse bcz unko lagata hai ki normal to hetero hai jesa ki apne bola . Sir thode se topic ki sensitive ke sath badha dete,Non-anti-LGBT+ content
2213,सम लैंगिक विवाह को मान्यता मिलने के बाद मिस्टर फैसु और रियाझ अली शादी करणे वाले है....सुत्रो के अनुसार...😂,Non-anti-LGBT+ content
2214,"• डर मुझे भी लगा फासला देखकर मैं बढ़ता गया रास्ता देख कर, खुद ब खुद नजदीक आती गई मेरी मंजिल मेरा हौसला देखकर।",Non-anti-LGBT+ content
2215,Well I am gay and fell releif after hearing this from my favorite teacher 😊,Non-anti-LGBT+ content
2216,Khas hum gay logo ko bhi izzat mil paye is diniya me,Non-anti-LGBT+ content
2217,"Insan janwaro say vi battar ho gaye hay 
Koye limit hota hay yar",Non-anti-LGBT+ content
2218,Hindi me bolte to jyada achha hota,Non-anti-LGBT+ content
2219,"गाओं के लोग तुम लोगों से अच्छी जिन्दगी जीते हैं  तुमलोगों की तरह नहीं शहर के गन्दे वातावरण में रहने वालों  और वो तुमसे ज्यादा ही एडवांस हैं  चाहे शहर हो या गाओं हर जगह राज करते हैं वो शिष्टाचारी भी हैं और एडवांस भी हर चीज़ की जानकारी रखते हैं quality लाइफ व्यतीत करते हैं !  तुम लोग पहले अपने शहर की हालत देखो कोठे वहां पर मिलते हैं ! गाओं में नहीं गाओं के लोग सभ्य होते हैं तुम्हारी तरह नहीं ! जैसे गाओं तुम्हारी सोच में हैं वैसे तो हमने नहीं देखे !
हिन्दी में लिखा है ताकि तुम्हारे दिमाग में अच्छे से घुसे",Non-anti-LGBT+ content
2220, @142_Harshil Thesia  All the very best,Non-anti-LGBT+ content
2221,"Cockold kya hai,,porn me likha aata hai.",Non-anti-LGBT+ content
2222,Bada chull h re dusro ki jindgi me ghusne ki!,Non-anti-LGBT+ content
2223, @Mejoo i j 7  nahi bro esa nahi h vo ander se feel kar rha ki vo ak ladki h usko kadki hona chahiye tha but uske जननांग sahi h to vo gay me hi ayega,Non-anti-LGBT+ content
2224,Sir ek lingi and dwi lingi kya hote hai,Non-anti-LGBT+ content
2225,Omg rene de yrrr jesa h vese he sai h,Non-anti-LGBT+ content
2226,In 6 mein se 4 transgender punjabi hain..yeh kya ho raha hai punjabio ko,Non-anti-LGBT+ content
2227,"What is shemale 
Pls details main samjha dijiye...",Non-anti-LGBT+ content
2228,Heterosexual ko normal bol rhe h ur homosexual ko mental  ... Jab tk puri research nii kr lete h tb tk videos nii banana chahiye,Non-anti-LGBT+ content
2229,Right bhut ache se samjhya sir ne🤗,Non-anti-LGBT+ content
2230,Tomboy halo 🤣,Non-anti-LGBT+ content
2231,Natural to bilkul ni h ye...agar koi janm se andha lngda paida hota h..ya khud se roshni chli jati h...to kya usko illness ni bologe?,Non-anti-LGBT+ content
2232,Kya intersex wala ladka ya Ladki Bachhe paida kr Skte h?,Non-anti-LGBT+ content
2233,Bahut kam hai toh aap kyu bother ho rahe ho.,Non-anti-LGBT+ content
2234,Sir great thinking,Non-anti-LGBT+ content
2235,Badhai do vai,Non-anti-LGBT+ content
2236,kya confusion h,Non-anti-LGBT+ content
2237,"khan sir aap rhne dijiye aap hr topic ache se smjate ho but ye topic aap ache se nhi smja skte ..... Itni baar mentally word use kiya aapne aap logo ko lgbt ke baare me educate kr rhe ho ya lgbt logo ko bimaar bta rhe ho. Ye koi bimari nhi hai, its natural. plzz aise humari community 🌈 ko badnaam na kre hum bhi normal hi hai . Aise lgbt community ki bezatti na kre 🏳️‍🌈🏳️‍🌈",Non-anti-LGBT+ content
2238,Kas adhar card me home sexual ya hetro sexual ke bare me likha hota,Non-anti-LGBT+ content
2239,Very nice sir,Non-anti-LGBT+ content
2240,Viryanash Se Bada Koi Naash Nahi hai🥲🥲,Non-anti-LGBT+ content
2241, @Pritam Bangal  Present ka videos dekho phir kuchh kehna,Non-anti-LGBT+ content
2242,Very nice Bhai ji behad important bat khi hai apne,Non-anti-LGBT+ content
2243,In ko manata ke nae treatment ke zarurt hai,Non-anti-LGBT+ content
2244,ये ख़ान..... हिन्दुस्तान की आन है ....कौन कौन सहमत है.. ठोंको ताली,Non-anti-LGBT+ content
2245,"मुझे तो लगे,bi-sexul ज्यादा हवस के भूखे लोग है,,जिनको जो मिले, उससे हवस मिटा लेते है।",Non-anti-LGBT+ content
2246, @Kanishk Kakkar  Girl h,Non-anti-LGBT+ content
2247,Marcus stoinis + Adam Zampa = ????,Non-anti-LGBT+ content
2248,"Sir ,thank you very much for sharing great knowledge",Non-anti-LGBT+ content
2249,Yas,Non-anti-LGBT+ content
2250, @Sanjay  😶,Non-anti-LGBT+ content
2251,"तूम लालची हो
बहका रहे हो
पैसोंके लीए 😒",Non-anti-LGBT+ content
2252,Mei 28 saal ki male hu. Lekin sach me mei ek aurat banna chahta hun 😭,Non-anti-LGBT+ content
2253, @LIMITED GAMER  आप अपनी राय के हकदार हैं,Non-anti-LGBT+ content
2254,"आज Bisexuality ने जन्म लिया है।
कुछ दिनबाद Trisexuality जन्म लेगी।
फिर  कुछ दिनबाद Machinsexuality जन्म लेगी। 

अपने-अपने pets को संभालके रखो। इंसान इस दुनिया को बार्बद करकेही छोडेगा।

सिर्फ शरीरसुख के लिये।",Non-anti-LGBT+ content
2255,8:31 sir ke body language ekdum age a gye 😂😂😂 shk hua mujhe,Non-anti-LGBT+ content
2256,"१. Transgender एक लिंग है।
२. लिंग में variety नहीं आयी हैं। लिंग वही है - male, female, and transgender। लिंग जो भी हो उन्हें हीटरोसेक्शुअल रिलेशन से हटकर अगर कोई और लिंग पसंद आ रहा है उसे कहते है समलैंगिकता।",Non-anti-LGBT+ content
2257,I love you sir aap bhut ache se samchate hai aap,Non-anti-LGBT+ content
2258,Shemale kya hota h? And mujhe lgta h ap tk se smjha ni paye trans gender and inter sex k bre m ulta bol diya apne....and ink bre m Or ache se smjhaiye,Non-anti-LGBT+ content
2259,"Mental na kahiye sir G. Nature janta he apne aap ko niyantran karna. Par insan samajh nahi pa raha. Hume log unnatural kehta he par unnatural system khud apnata he bachha stop karne k liye. Ye sirf man ki baat nahi he balki sharir ka he. Hu to me larka, par mere sharir me me kuch eisa feel karta jo feelings mujhe purush ki baho me samaane ko tarsata he. Eisa hormone ki wajah se hota he. Aap ne tomboy ka jikr kia tha. Usi prakar larko me v larkion jeisa feelings ata he. Jiska tallook sharir se he. Man se nahi. Agar kisiko  sex karne ko opposite sex nahi mil pa raha aur sochta he k chalo same sex se kam chala lete he filhal k liye, to ye he man ki baat. Ise aap mental kaho ya na kaho. Is topic par charcha k liye ❤️👍🙏",Non-anti-LGBT+ content
2260,Bai mujhe tu famale e pasand hai🤣🤣,Non-anti-LGBT+ content
2261,Ab yeh transwomen kya hota hai .. smjh nhi aaya,Non-anti-LGBT+ content
2262,u r genius,Non-anti-LGBT+ content
2263,"Muje to lga tha k sirf 3 type ke hi log hote h male , female or transgender . 😯 Ky baat h itna sb kush hota humans me 🙄😕😲 , shocking h 1dm 🥴",Non-anti-LGBT+ content
2264,"sabko haq ha life jeene ha
SO jo mann kre vo kro yaro....😺",Non-anti-LGBT+ content
2265,"Ye sab kya dekhna pad raha hai...

Paison k liye kya kya kar rha hai insaan

Aur usse ghatiya baat ye hai jo in logon k pyaar mein pad jaate hain paise k liye ya aise hi....thoo behenchod dono pe",Transphobia
2266, @Puneet Sharma  oh bhai hindi or Punjabi bol,Non-anti-LGBT+ content
2267,"Nice sir
Aap bahut acha padate h",Non-anti-LGBT+ content
2268,Sir us application namm Kaya hai 🤣🤣🤣,Non-anti-LGBT+ content
2269,V nice sahi kaam krte chalo malik aapke saath hai thanks,Non-anti-LGBT+ content
2270,"Agar mai jati to bomb lekr jati sath mai,, aur koi mujhe sath deta mtlb ko jaan de skta to ye sb kothe ko uda deti,, aur rapist logonko bhi waise hi torture krke mar deti",Non-anti-LGBT+ content
2271,Kya gay ya lesbian ka ilaaj ho skta hai,Non-anti-LGBT+ content
2272,"Sir app sa ek help chaiya thi 
Apple app subscription chaiya tha biology and map ki class ka liya 
Please help sir. 🙏🙏🙏🙏🙏
2 months baad exam ha or hum apki , पुरानी video dekh rha ha bio ki 
Please help !!!!!? 🥺🥺🥺🥺🥺🥺",Non-anti-LGBT+ content
2273,Naman hai sir dil se aapko.....jai Hind,Non-anti-LGBT+ content
2274, @Karan Kumar   mujhe nahi samajhni teri baat theek hai,Non-anti-LGBT+ content
2275,Sir aap Bharat Desh ke liye ek wardan hai sir bhagwan se mai prarthana karo ga ki mere jeevan se khuch din Katkar aapko de de thank you sir 🇳🇪🇳🇪🇳🇪🇳🇪🇳🇪🇳🇪🇳🇪🇳🇪 jai hind sir,Non-anti-LGBT+ content
2276,Attract nahi ho raha to gadbad hain😂😂😂😂,Non-anti-LGBT+ content
2277,One qus. Inter sex and Bi-sexual me bachche paida ho skte hai ?,Non-anti-LGBT+ content
2278,Sir kya padhaya hai aap ne👌1. Num,Non-anti-LGBT+ content
2279,Tomb boy ka explanation bahut funny laga...... overall nice thsnks,Non-anti-LGBT+ content
2280, @Kaintura ji  11-13,Non-anti-LGBT+ content
2281,Sav ko apni life apni pasand s jine ka pura hak h ..,Non-anti-LGBT+ content
2282,"Acha jankari mila sir ,ek confusion rah gaya ,ye shemale kya hota hai?",Non-anti-LGBT+ content
2283,OMG 😱😱 esaa bhi kuch hota he kya.,Non-anti-LGBT+ content
2284,Queer kiyo hota hai kis karan espar vidio banaye,Non-anti-LGBT+ content
2285,Kar sakte h agar vo male to male ki bajah female se sex kare,Non-anti-LGBT+ content
2286,Sir but by sexual me suna hai  ki bache nhi hote hain??,Non-anti-LGBT+ content
2287,M b gai h delhi m g b raod se guzrti hui aksar pr esa kbi nh dekha mne pr ha waha sb hota h mne suna h or m akbi waha se akeli nh gai rikshw m or drive krte hue gae with mah hubby,Non-anti-LGBT+ content
2288,Excellent  Khan saab. Mujhe kuch queries hai aap se. Kya mai puch sakta hu one by one ?,Non-anti-LGBT+ content
2289,"The most famous Tom girl ......
Guess who?....
.
.
.
Ranvir Singh 😉😁",Non-anti-LGBT+ content
2290,These vidios deserve dislike,Non-anti-LGBT+ content
2291, @Fariha Sheikh  agr sport ni kr skte ho to uske khilaf bhi mt jaao aap aap ke bolne se samne wala jo fill krta h bo bdal ni jayega samjhi aap achche se kam me dal lena meri bat,Non-anti-LGBT+ content
2292,Sir please autism par video banaye,Non-anti-LGBT+ content
2293,5:08 haan bhai samajh gaye samjh gaye😗😗,Non-anti-LGBT+ content
2294,Sir ek question mujhe bahut pareshan kar rha h kya Intersex log bache paida kar skte h aur kya sex kar skte h i m talking only about Intersex. Those who have answer please answer me because I want to know about this for Knowledge. Please give me the accurate answer,Non-anti-LGBT+ content
2295," @panwar sahab  YouTube se hi...asal me ye ladka mslmn gharana ka h jaisa k usne khud btaya lkin wo mslmn nhi h chahe use quran pdhna ata ho ya kvi kv wo namaj v pdhta ho qk na wo jannat ko manta h na dojakh ko aur hinduwana rasmo riwaaz pr v amal krta h...

islami nm se admi mslmn nhi hojata blki islami aamaaal aur aqeedo se mslmn hota h...",Non-anti-LGBT+ content
2296," @siddharth bhandari  
You are right here
I should have ignored him",Non-anti-LGBT+ content
2297, @Nikhil Kadam  half engineer ( unemployed)  spotted🤣,Non-anti-LGBT+ content
2298,Aagyi ekaur feminist. Bhyi unka kaam hai voh,Non-anti-LGBT+ content
2299,"Intersex mein ek condition hoti hai jaha dono sath mein hi hote hai just like ritik roshan k pas 2 thumb hai waese ..... And trans mein firstly females mein 3 opening, hoti hai pesab k lia alg jo ki rehti hai trans mein , 2 nd opening vagina jo ki reproduction k lia hota hai, And trans mein ye hota hai pr jo ova (anda) release nhi hota ,kuch case mein vagina missing hota hai and 3rd opening anus jo ki hr human mein hota hai... In trans males penis hota hai  sb mein but andkosh kaeo mein nhi hota. pr urinary bladder aur urethra hota hai so pesab kr lete hai..... kai mein hota hai (scrotam\andkosh)
pr woh km nhi krta mtlb sperm nhi release kr pta, aur male sterile hota hai.",Non-anti-LGBT+ content
2300,Police me shayad liye hai in logo ko,Non-anti-LGBT+ content
2301,"Lekin ye ho kaise jata hai ,ki wo lesbian ho jati hai",Non-anti-LGBT+ content
2302,Aadhi baat to mmmmm mmmmmm karke hi samjha diye. 😁,Non-anti-LGBT+ content
2303,Inter sex main production kar ne ki shamata hoti hai kya,Non-anti-LGBT+ content
2304,Roj ladai karegi heer se 😁,Non-anti-LGBT+ content
2305, @Surath Saha  metaly disorder hi bataya,Non-anti-LGBT+ content
2306, @BHUPENDRA SOLANKI   😂 sahi baat,Non-anti-LGBT+ content
2307,It's LGBTQ,Non-anti-LGBT+ content
2308,Gale me kya attak gaya jo awaj nahi nikal rahi,Non-anti-LGBT+ content
2309,तभी तो सर् मैंने एक वीडियो देखा था तो उसमें male और female दोनो पार्ट थे मुझे लगा ऐसा तो कभी नही सुना शायद ये एडिटिंग है पर थैंक यू सर् good information।।।।। सर हमारे इधर एक लड़की थी वो भी lesbian थी पर वह yoga और मैडिटेशन से ठीक होगयी उसकी अब शादी हो चुकी है 4 साल होगये,Non-anti-LGBT+ content
2310,Aaj full malll phoonka khan ne,Non-anti-LGBT+ content
2311,Kya baat 👍👍,Non-anti-LGBT+ content
2312,Aagya gyan chodne,Non-anti-LGBT+ content
2313,कस विदेश जैसे भारत भी होता,Non-anti-LGBT+ content
2314,Thanks Khan sir,Non-anti-LGBT+ content
2315,YE.M.SAB JITNA HUAA HAI....HORHAA....YE SASB INDIAN GOVT KE WAJAH SE HO RHA HAI......QKI INDIAN GOVT NE HI ALLOW KI HAI...SEX WORK KO LEGALLY😬,Non-anti-LGBT+ content
2316,6:22 Agar same hota hai  to pehchanenge kaise,Non-anti-LGBT+ content
2317,🤣🤣🤣,Non-anti-LGBT+ content
2318,Bhagwan Kabhi kisi ko aise life na de jo ye sb krna pde 🙏🙏🙏🙏,Non-anti-LGBT+ content
2319,Sir hmari university mai 2 ladke hai ese but uska mere frnd mjaak udate hai,Non-anti-LGBT+ content
2320,Ye or wo comedy ye dono platform lambi lambi fekne kaa centre ban chuke hai bahot zoot bolte hai,Non-anti-LGBT+ content
2321,Intersexual vo sambhog kiss parkar sakte hai ??,Non-anti-LGBT+ content
2322,agar koi na boy na girl ki taraf attract ho usa kya kahinga.....,Non-anti-LGBT+ content
2323, @amit kotadia  haha,Non-anti-LGBT+ content
2324, @katappa Mama  they are transgender,Non-anti-LGBT+ content
2325,"Sir 🙏ek video desh best ladako k uper banayiye like NSG,cobra,para miltory etc...plz",Non-anti-LGBT+ content
2326,Koi lesbian hoga 😂😂😂,Homophobia
2327,Vosodeke harmon ka goli kha ke ladki bana huwa hi,Transphobia
2328,Kudrat ke saath chedkhani nhi karni chahye,Non-anti-LGBT+ content
2329, @Karan Kumar  and again meri koi dushmani nahi bas tumhari soch ek minority community ko demotivate kar rahj hai to ye sab uske saath bolo jo tumhari ghisi piti baat samjhe,Non-anti-LGBT+ content
2330, @patel praful  accha mai sissy type gay hu aur mera bf sirf gay sissy nhi hai,Non-anti-LGBT+ content
2331,Aapki awaj to Kam Kuch peeche sevhi Gaya kya,Non-anti-LGBT+ content
2332,"Ap ka mentality bilkul bihari type ka hi hai
Padha likha gabar😂",Non-anti-LGBT+ content
2333,Sir aap jaldi.bhtya.karo.aap.ik.baat.ko.bar.bbar .mat.bhtyio.karo,Non-anti-LGBT+ content
2334,Bhagwaan aapke jaisa beta sabko de,Non-anti-LGBT+ content
2335, @LIMITED GAMER  isse kaise culture khatam ho jaayega zara ye bataiye?? ..,Non-anti-LGBT+ content
2336,"I know it wasn't deliberate, but using ""mansik rog"" to describe lgbt is very harmful :(",Non-anti-LGBT+ content
2337,"Sir aapne ek chiz ke baare me nahi bataya homo sexual me Bhramcharya ( no fab )mental . Jo log kabhi shaddi nahi karna chaete Jo log kabhi sex karna nahi chaete  for Example:- Swami Vivekanand , 
Bharat ke poorane jawane me rishi muni .",Non-anti-LGBT+ content
2338,Unhone peheli hi sorry bola explanation ke liye hein,Non-anti-LGBT+ content
2339,The ellan sho wali bhi lesbian hie,Non-anti-LGBT+ content
2340,Shadi nahi hone ke case mai bhi aise  male to male sex ka vichar aate hain kya sir,Non-anti-LGBT+ content
2341,😀😀😀 isiliye just quit hoye gechi😀,Non-anti-LGBT+ content
2342,Agr male aur female attract nhi huye to samjhiye kus gadbad hai 😂😂😂 kya khoobsurat tarika hai sir ka padhane ka,Non-anti-LGBT+ content
2343,Transgender aur Inter-sex dono ka matlab ek hi hota hain. Ok fine samjh gye .................I am Bi-sexual,Non-anti-LGBT+ content
2344,"Kya umdaa teacher hain Khan sir...
Really respect him..",Non-anti-LGBT+ content
2345,Mera Kal exam h,Non-anti-LGBT+ content
2346,Gay log bahut ho gye hain,Homophobia
2347,Hindi mein bolane mein sharm aati hai to India mein Kyon rahti hai India se bahar Chali Ja Samjha agar tu dusron ko Apna Baat Samjhane ki koshish kar rahi hai to Hindi mein bola kar Taki Har Koi samajh Paye Teri Baat Yahi Chahti Hai Na Tu to Hindi mein bol Hindi mein bolane mein koi sharm nahin hai agar sharm Lagti Hai To Itna bhashan mat de Yahan per Aakar show of mat kar,Non-anti-LGBT+ content
2348,"Bhai to society change karke rahega. 
I support you ❤",Non-anti-LGBT+ content
2349,Intersexual me penis aur  vigna dono ho ye kaisa possible hai.....,Non-anti-LGBT+ content
2350," @Ayush Mehta  Some people doesn't have a choice. Only options. Some people doesn't have the freedom our country provides. Most people won't understand because they can't make sense of it and it's not their fault for not understanding those poor soul's liabilities, because most of us are in a situation where we have someone above us(our parents or brothers, wether rich or poor) and most important we are male. Females are weak and can be easily targetted in many ways. Ask a gali ka chor or a robber whom they loot the most, they will say women are easy to scare them off and take their belongings even sex without consent by forcing them to die or have sex with them. Most of the chain snatchers snatches from women. All of these because women are less likely to fight back. It's just a very light and small percentage of examples. Girls in the brothels have different life. All of them are praying for someone to save them. We have the luxury to aim for a career, a goal in life. Struggle and make something out of life. Do what we love. They don't have those kind of luxury. Luxury to dream. You think they love getting fucked by 10-20 unknown males every night and their earnings been taken away??? They hate it and they hate themselves for it. They feel embarassed. They too want to get educated, have a lover, a child, a family and everything a person wish for in life. But time and situation has taken away even their dare to dream. It's unimaginable. One night just buy some 3-4 girls from brothels and pay them double or triple their normal amount, just for talking and knowing them. I swear, you won't be the same person again.",Non-anti-LGBT+ content
2351,"Sir you explain very clear and awesome.. 
Sir intersex wale person m penis and vagina dono rehete h sir... And then transgender m fir kesa gupt part hota h Sir..",Non-anti-LGBT+ content
2352,LGB in tino ko bhagao india se.. 🤮🤮,Homophobia
2353, @Bineet GTM  it's true Islam me lesbian gay homo shakti se manahi hai .lekin jhut bolna gibat krna bhi mana hai lekin afsos aksar log krte hain,Non-anti-LGBT+ content
2354,Who is watching this in 2021 and in during final offline exam like me,Non-anti-LGBT+ content
2355,Khan sir matlab Muslim k ghar hindu mentality insaan paida ho gya,Non-anti-LGBT+ content
2356, @coming soon  knowledge Hoga tabhi na batayega,Non-anti-LGBT+ content
2357,Mast sir G,Non-anti-LGBT+ content
2358,Hindi me nhi H kya,Non-anti-LGBT+ content
2359,Bhout axa topik samjaya app ne,Non-anti-LGBT+ content
2360,Sir ji apne napusak ke bar me nahi bataya,Non-anti-LGBT+ content
2361,Yeh Paise hai toh sab kuch hai yeh mentality ladkiyon ne hi laya hai warna kon baap apni ladki ek gareeb larke ke hath mein deta hai ?? Kon well settled larki ek gareeb ladke se shaadi karta hai ??,Non-anti-LGBT+ content
2362,And jab voi cheez only fans pe ho rahi 😂😂,Non-anti-LGBT+ content
2363,"Transgender k fevar me jo apne bola h,🙏 wo sun k apke liye izzat badh gyi..👍",Non-anti-LGBT+ content
2364,Bht guts chahiye khud ye realise krawana..r uske baad ye krna,Non-anti-LGBT+ content
2365,"मेरे गांव की भगवती मंदिर है (मां बिषहरा ) से प्रचलित है
यहां कोई भी विषधर से विषधर सांप काटने पर आदमी को कुछ नहीं होता है।

हमारे बिहार राज्य के सहरसा जिला के सिमरी बख्तियारपुर प्रखंड के अंतर्गत मोहम्मदपुर पंचायत में बैडी गांव में स्थित है 

यहां का परंपरा है कहीं भी सांप काट ले यहां के मां भगवती के नाम लेकर से (आप जहां हो )वहां की एक चुटकी मिट्टी उठा कर खा लेने से सब इस विषय पार हो जाता है",Non-anti-LGBT+ content
2366,वीडियो नहीं आ रहा है आपका,Non-anti-LGBT+ content
2367,Intersex ke baare mein thodha aur sahi se batao sir,Non-anti-LGBT+ content
2368,Terko bhi banna hai kya 😂,Non-anti-LGBT+ content
2369,Muslmano ka name chura ke log 13M poch gye,Non-anti-LGBT+ content
2370,Thanks guruji,Non-anti-LGBT+ content
2371,"Aaj jake mujhe samjh aaya in sab(LGBTQ) ke bare me, is community ke prati mera respect thoda increase ho gaya.",Non-anti-LGBT+ content
2372,Bahut badiya sir,Non-anti-LGBT+ content
2373,"Gender change kia hota hai bataye.
Up khub sundar se samja pate hai....",Non-anti-LGBT+ content
2374,Gigolo kaun hote hai,Non-anti-LGBT+ content
2375,Aapka jabab nahi,Non-anti-LGBT+ content
2376,Inter sex nahi samajh me Aaya,Non-anti-LGBT+ content
2377,Intersex wale toilet k liye penis use karte hai ya vagina?,Non-anti-LGBT+ content
2378,Uss samay khan sir mike use nahi karte the,Non-anti-LGBT+ content
2379, @Asmit Prakash  tumare sath ESA hua hai,Non-anti-LGBT+ content
2380,aap jitane intelligent he itane hi kindhearted bhi he sir : respect you,Non-anti-LGBT+ content
2381,"Yeh Mantel problem nahi, Harmon Problem hai, Male or Female dono me alg alg Harmon hote hai, 
Agar kisi ladke me Female wale Harmon hoga toh, Woh ladko ki or attract hoga, Agar kisi ladki mai Male wali Harmon hoga toh...woh ladki Female ki or hi attract hogi",Non-anti-LGBT+ content
2382,Aane wale kuchh Dino m nose bhi gupt Aang hone wala hai mask se dhkka rehta hai 😁,Non-anti-LGBT+ content
2383,WhatsApp group?,Non-anti-LGBT+ content
2384,Sir transgender or intersex me kya attraction nhi hota...? Or hoga h to kon se gender se hota h..?,Non-anti-LGBT+ content
2385,Khan sir thaks mai ne apki bajise khudko pahchna really I am a bisexual,Non-anti-LGBT+ content
2386,"Aap kaise bol sakte ho kii attract nahi ho raha hai to gadbad hai  1:07 ,
Once you used the word disorder for this , aur baar baar mentally word sunkar
Bhot bura lagta hai , its not mental  its hormonal change",Non-anti-LGBT+ content
2387, @Maniya Faridi  ur city,Non-anti-LGBT+ content
2388,Intersex walo ko baccha ho skta h ki nhi,Non-anti-LGBT+ content
2389,"Ye Attracted nahi ho raha to garbar hai 
Ye kya baat hui
Not Agree with you on this But still I salute u sir for this video🤔🤔
And sorry if any one is watching from Homo-sexual category.
And feeling bad after any appropriate word used by khan sir.
But I think he used it for make this topic easy for us.
And again extremely sorry to u all on behalf of those mindless hetro-sexual who used bad word in comments section.",Non-anti-LGBT+ content
2390,Ye sb thik nhi hai,Non-anti-LGBT+ content
2391,"Everyone who use this words without any knowledge  must watch this video.
Thank you sir for this video.",Non-anti-LGBT+ content
2392,Ye by birth hote h na ki mentally,Non-anti-LGBT+ content
2393,Kon kon tp ke liye video dekha😁😁,Non-anti-LGBT+ content
2394," @Santosh Mahali  TUM LOGO KE LIYE GHANTA FARAK nahi padta 
Par hamare liye IZZAT matters 🤨😎",Non-anti-LGBT+ content
2395,Sir world me sexual hote h,Non-anti-LGBT+ content
2396,Launda ke taraf,Non-anti-LGBT+ content
2397,Bhai tu bahut reproduction pda h,Non-anti-LGBT+ content
2398,Ya to Hindi m btado ya English mai,Non-anti-LGBT+ content
2399,Sahi kha apne kisi pr hasna chahiye 👍👍,Non-anti-LGBT+ content
2400,सर आप बहुत ही अच्छे तरीके से समझाते हो,Non-anti-LGBT+ content
2401,Kaha milega web series,Non-anti-LGBT+ content
2402,Gjb h sir ji sex education smjh me aa gya,Non-anti-LGBT+ content
2403,Sir aap sabhi questions ko easily samjha dete ho sir sach mein aap great ho 🙏,Non-anti-LGBT+ content
2404,समझ गया ना अब तो,Non-anti-LGBT+ content
2405,Kyu ladki banne ki chul h inko bagwan ne jaisa banaya vese hi raho na,Transphobia
2406,Kabhi bhi Khan sir adha adhura Gyan nhi dena chaiye ....kisi ese insan or Google se help le skte the ap but u said ...yeh ek bimari hai ...jo log sadhu ho jate h ya bcche peda nhi kr skte woh sb bimar hai ? What nonsense . Jo log kisi se attract nhi hote apni life me marriage nhi krte ...woh sab bimar h ap teacher hai Mane bhut suna tha apke bare me ....thank God Mane apse nhi pda agr ap jese teacher shi se Gyan nhi denge toh yeh smaj or desh ese hi soch me pichda rhega .....kash log mera msg pde or smje that's not a diseases ....hetro is good or something else is kuch gdbd h this is totally bullshit ...bhar niklo duniya bhut haseen h,Non-anti-LGBT+ content
