lang,text,category,label,,transliterated_from_spanish
spanish,"Se han vendido por todo lo alto, no tiene ni pies ni cabeza. Te lo venden como si ser trans fuera algo especial y bonito que t hace ser único. Mientras cientos de mujeres se ven ahogadas con sus hijos sin recibir la manutención por parte del padre.",transphobic,2,TRUE,"They have been sold in style, it has neither feet nor head. They sell it to you as if being trans was something special and beautiful that t makes it unique. While hundreds of women are drowned with their children without receiving support from the father."
spanish,Buena elección . Yo lo haría un castor transgénero para dar por culo a los anti-transespecistas y transfobos y su interés amoroso une persone agenero musulmane para dar por culo a los islamofobos y al material original 💪🏻,transphobic,2,TRUE,Good choice . I would do it a transgender beaver to assume the anti-transpecists and transfobos and their love interest unit
spanish,"Hipocresía es despotricar de las fuerzas militares y exigir la protección de las mismas. ¿Su puta madre protesta por el fallo?. Porq sino protesta ud es la muestra de un aborto a medias. Y ni hablar de su hijo marica (ojo twitter, marica hombre q le gusta dar el orto).",homophobic,0,FALSE,
spanish,"Les molesta que seas mujer. Les molesta que seas catalán. Les molesta que seas gay, lesbiana o trans. Les molesta que seas ateo, progresista o inmigrante. . Hoy también les molesta que hables “en andaluz”. No es que sean intolerantes es que son odiadores.",homophobic,0,FALSE,
spanish,"En España no se tabulan estos datos, aún. En UK sí. Y los datos muestran que la mitad de los presos transgénero son agresores sexuales o muy peligrosos. . La misma tasa que en la población reclusa masculina. Al fin y a cabo, son HOMBRES y la #MisoginiaNoTransiciona . /6",transphobic,2,TRUE,"In Spain this data is not tabulated, yet. In uk yes. And the data show that half of the transgender prisoners are sexual or very dangerous aggressors. . The same rate as in the male prison population. After all, they are men and the #Misoginianotransition. /6"
spanish,QUE CUCHA MARICA LA DE ESAPÑOL QUE HIJUEPUTA LA CUCHA ANDA DE GONORREA APENAS VAMOS 2 DIAS MARICONA DEJE DE LAMERME LA CUCA HIJUEPUTA,homophobic,0,FALSE,
spanish,Hola mis gatas son bolleras,homophobic,0,FALSE,
spanish,Joder... HASTA EN LA PUTA SOPA TÍO! Que tienen que ver los Javis con el mundo drag? Que seas marica no te hace saber sobre ello.,homophobic,0,FALSE,
spanish,"Vuestro odio a Carl Mellow, persona racializada (gay), con un cuerpo disidente (culo gigante) y neurodivergente (pelo verde, puta loca de mierda) solo muestra que estamos en un país arcaico y retrógrado",homophobic,0,FALSE,
spanish,"Creéme soy gay, el colectivo es una puta mierda y vivo en Badajoz. Suma todo eso y verás las nulas posibilidades 😂",homophobic,0,FALSE,
spanish,Que gay suenas🙂🙂,homophobic,0,FALSE,
spanish,"me queda solo un episodio y esta mierda es lo más gay que he visto en mi puta vida, me encanta",homophobic,0,FALSE,
spanish,"Lo que te salga del parrús menos ser puta, trans o queer*",transphobic,2,TRUE,"Whatever you get out of parrús less to be a whore, trans or queer*"
spanish,por qué todas las fans de nct son trans es un requisito o que no conozco a 1 sola q sea normalita,transphobic,2,TRUE,Why all NCT fans are trans is a requirement or that I do not know at 1 single q is normal
spanish,Pues la verdad no veo mal que personas cis se hagan procedimientos médicos tradicionalmente hechos para gente trans como la terapia de reemplazo hormonal o la mastectomia en caso de las mujeres cis siempre y cuando no lo tomen de la seguridad social o nos culpen si se arrepienten,transphobic,2,TRUE,"Well, I don't see the truth that CIS people are done traditionally made medical procedures for trans people such as hormonal replacement therapy or mastectomy in case of CIS women as long as they do not take it from social security or blame us if they regret"
spanish,"Que marica este Samper Ospina, se cree infalible, bobo hijueputa. Déjenlo que diga las babosadas que siempre dice. Dizque hay que seducirlos. Quédate en tu centro malparido",homophobic,0,FALSE,
spanish,"Todo lo homosexual caga, no sólo la moral, sea doble o triple o como sea.",homophobic,0,FALSE,
spanish,a mí en persona me hablas como twitterx homosexual y te parto toda la puta madre,homophobic,0,FALSE,
spanish,Wtf metete en su perfil asco además es gay wacala,homophobic,0,FALSE,
spanish,"Que yo soy lesbiana reprimida por decirles feos a los manes que se creen el putas, dice.",homophobic,0,FALSE,
spanish,De México? Pues en esta ley pretenden regular la concesión de identidad de género a extranjeros. Que dios nos coja confesados.,transphobic,2,TRUE,From Mexico? Because in this law they intend to regulate the granting of gender identity to foreigners. May God take us confessed.
spanish,El problema que despues les llegan los jovenes ns y corren como putas. Los huevos a los de vuestra edad maricones,homophobic,0,FALSE,
spanish,"En bahia blanca hay armas nucleares?? Algun puto lugar de este pais hay estos tipos de bombas?. Que sentido tiene este tratado en este pais?. La verdad que todos ustedes politicos hijos de puta no sirven ni para mierda, son el peor cancer del pais, hijos de la mierda.",homophobic,0,FALSE,
spanish,"A amigas y mutuals mías que son mujeres cis más de una vez las típicas señoras tránsfobas que se creen Marie Curie y niñas/jóvenes comidas de la cabeza ""radfem"" de aquí obsesionadas con las personas trans han llegado a llamarlas hombres o mujeres trans (como insulto)",transphobic,2,TRUE,"To friends and mutuals who are cis women more than once the typical traffic ladies who believe Marie Curie and girls/young meals of the head ""radfem"" from here obsessed with trans people have come to call them trans men or women (as insult)"
spanish,"Progresismo y feminismo be like:. Hombre/blanco/CIS/hetero:EL OPRESOR PRIVILEGIADO ASQUEROSO. Mujer/negra/trans/lesbiana:Un Ángel incapaz de hacer algo malo, ah, y si lo hace, es culpa de una manipulación hetero-suputamadre",homophobic,0,FALSE,
spanish,Brahim bailándonos y nosotros con el transexual mallorquín. Menos mal que los cuatros pelos que me van a quedar esta temporada los compensará Mbappé,transphobic,2,TRUE,Brahim dancing and we with the Mallorcan transsexual. Luckily the four hairs that will be this season will compensate for Mbappé
spanish,"Serán imbeciles porque ese discurso de que el çVIH esta ligado al LGTB es de los inicios del VIH cuando se decía que solo lo tenian putas y maricones, palabras de la época, al pie de la letra. Aplaudir eso es ser imbecil y retroceder décadas de avances.",homophobic,0,FALSE,
spanish,Ok esto cada vez se pone peor... y si a mi siendo lesbiana me violan y me embarazo?? Me jodo x lesbiana? El estado me va a obligar a parir igual. Ya puede ir cerrando la boca xq claramente se le estan escapando realidades! Vos no sabes como funciona el mundo,homophobic,0,FALSE,
spanish,"No puedo poner imágenes mas grotescas porque no las soporto pero busca a “Desmond is Amazing” bailando para hombres en un bar gay, a “Lactatia” como entretenimiento de eventos del lobby, y tantos niños que erotizan públicamente.",homophobic,0,FALSE,
spanish,"Están cada día + wnes, qué importancia puede tener que falten gay? . Lo preocupante es que hay comunistas en todas partes, eso es grave.",homophobic,0,FALSE,
spanish,No quieren mas derechos porque no existen los derechos por sexo como el feminismo puede dar a entender. Se les llama privilegios. Por eso nunca vimos como los hombres trans robarian los privilegios patriarcales pero si vimos que las mujeres trans robarian derechos.,transphobic,2,TRUE,They do not want more rights because there are no rights due to sex such as feminism can imply. They are called privileges. That is why we never saw how trans men would steal patriarchal privileges but if we saw that women would steal rights.
spanish,Los odio los odio LOS ODIO CÁLLENSE LA BOCA Y BUSQUEN LO QUE SIGNIFICA SER LESBIANA LA RE PUTA MADRE,homophobic,0,FALSE,
spanish,"no entiendo como las lesbianas, bisexuales y los varones trans pueden apoyar la comunidad lgbt+ cuando esta es totalmente misogina y los invisibiliza, ni hablar del odio que reciben por opinar distinto a ellos. salgan de ahí",transphobic,2,TRUE,"I do not understand how lesbians, bisexuals and trans men can support the LGBT+ community when it is totally misogyable and makes them invisible, or talk about the hatred they receive by opinion different from them. get out of there"
spanish,He leído un hilo sobre personas que hacen terapias de conversión a menores trans y creo que es la primera vez en mi vida que me he visto en algo.,transphobic,2,TRUE,I have read a thread about people who make conversion therapies to trans minors and I think it is the first time in my life that I have seen in something.
spanish,"Cuando quieras JILIPOLLA que te voy a cortar la cabeza y se la mando a la puta de tu madre ,venga dime donde y cuando, y no des ahora un paso atrás maricona",homophobic,0,FALSE,
spanish,"Aquí si eres gitano, inmigrante, negro, maleante, caradura, mangante, okupa o hija de puta no te pasa nada... la ley siwmpre se aplica con excepciones y la mínima pena posible. Si eres blanco heterosexual tienes todas las papeletas para ir a la trena.",homophobic,0,FALSE,
spanish,"Me importa un pepino que para ti las personas LGTB son iguales, si piensas así es que tienes un nivel de analfabetismo insuperable. Voy a seguir luchando contra la mitología trans y su adoctrinamiento hasta la muerte. Y me da igual que me llames tránsfobo, homófobo y de paso me",homophobic,0,FALSE,
spanish,"Estamos transitando la agenda globalista y sin darnos cuenta hasta en nuestros teclados está la ideología transgénero. Miren los iconos que tienen sus teclados en WhatsApp, ahí van a encontrar hombres vestidos de novia (muñequitos). Qué tal?",transphobic,2,TRUE,"We are traveling the globalist agenda and without realizing even on our keyboards is the transgender ideology. Look at the icons that have their keyboards on WhatsApp, there they will find men dressed in wedding (dolls). How are you?"
spanish,"""espiado"" 😂 andale trans, ya te enojaste? 😂",transphobic,2,TRUE,"""Espado"" 😂 Andale Trans, did you get angry? 😂"
spanish,"Ya es de retrasado pero si en tu país hay una puta ley que decide que los gays tiene que hacer la puta mili para hacerse hombres y que se quiten el ser ""gay"" pues tu que piensas",homophobic,0,FALSE,
spanish,Hoy es mi última publicación aquí en twitter ya que no hay hombre en mi cuenta todo mis seguidores resulta ser maricon igual que bueno. Yo soy una Transexual pero ellos se visten con ropa de hombre y son más mujer que yo por eso mis hermanas fue un placer compartir con ustedes,transphobic,2,TRUE,Today is my last post here on Twitter since there is no man in my account all my followers turns out to be fag as well. I am a transsexual but they dress with men's clothes and they are more woman than me my sisters was a pleasure to share with you
spanish,Los gay no invitan,homophobic,0,FALSE,
spanish,"[ Stigmabase ES ] Indonesia: alertan violación de DD. HH. tras condenar a prisión a un soldado por ser homosexual: La homosexualidad es legal en Indonesia, pero el código militar lo considera como un comportamiento que atenta contra la reputación del…",homophobic,0,FALSE,
spanish,"a día de hoy ser mujer trans es tener sobre ti doble discriminacion, por ser trans y mujer, no entiendo el beneficio de eso.",transphobic,2,TRUE,"To this day, being a trans woman is to have a double discrimination on you, for being trans and woman, I do not understand the benefit of that."
spanish,"Igual me sirve, además ahí ""explica"" lo que es la transfobia y dice que no es transfobia excluir mujeres trans del feminismo.",transphobic,2,TRUE,"The same is also useful for me, ""explains"" what transphobia is and says that it is not transphobia to exclude trans women from feminism."
spanish,ojalá termine con sida lesbiana puta,homophobic,0,FALSE,
spanish,"Otra cosa interesante d la novela es el &lt;doblepiensa&gt; es decir, ser consciente de q algo es verdad pero ir en contra de tu conciencia y sostener y vivir la mentira. Me suena a la ideología d género pq me pregunto: ¿Realmente un transexual cree en lo profundo d su ser q es mujer?",transphobic,2,TRUE,"Another interesting thing of the novel is the & lt; doublepiense & GT; That is, being aware of that something is true but going against your conscience and sustaining and living the lie. I sound like the ideology of gender because I ask me: Does a transsexual really believe in the deep d is a woman?"
spanish,Por marica,homophobic,0,FALSE,
spanish,La marica al menos tuvo que llevarse un rasguño tuyo.,homophobic,0,FALSE,
spanish,"Hay gente que tiene interés en esto, igual alguno se considera tb TRANS...former 🤷🏻‍♂️",transphobic,2,TRUE,"There are people who have interest in this, some are considered trans tb ... former 🤷🏻‍♂️"
spanish,"Menuda tonteria. Pues de eso nada, una mujer es una mujer 100% y una trans es una trans, punto.",transphobic,2,TRUE,"What a nonsense. Well, nothing, a woman is a 100% woman and a trans is a trans, point."
spanish,que carajo es una persona trans no binaria wtfff ayudaaa,transphobic,2,TRUE,What a hell is a non -binary person wtfff helps
spanish,Marta es marica nada mas que decir sobre Marta. A si que es TREMENDA HIJUEPUTA :3,homophobic,0,FALSE,
spanish,"Inupi literalmente le dijo: No voy a dejarte ir otra vez . Y eso para mi me parece muy homosexual y la cara de Koko... Dale flaco activa, chapatelo, decile que lo amas deja de hacerte el fuerte y de sufrir solo la puta madre 🤺🤺",homophobic,0,FALSE,
spanish,"Esta puta maricona, no puede ser más hijodelagranputa.",homophobic,0,FALSE,
spanish,"En fin, termino con una pregunta. ¿Hasta qué punto podemos asimilar a estos personajes de la Antigüedad dentro de las personas trans, no-binarias o con personas cis con pluma?. Y todo por culpa de Atanasio de Alejandría. ¡Espero que os haya gustado!. FIN DEL HILO",transphobic,2,TRUE,"Anyway, I finish a question. To what extent can we assimilate these characters of antiquity within trans people, non-binary or with PIS people with pen? And all because of Atanasio de Alejandría. I hope you liked it!. End of the thread"
spanish,Las mujeres trans no me dan bola así que tampoco me van a embarazar,transphobic,2,TRUE,Trans women don't give me a ball so they won't get pregnant either
spanish,"marica total, 100% de acuerdo.",homophobic,0,FALSE,
spanish,"Lo q el faikniusero fraile petrolero d MéxicoSí y traductor d rebuznos, don Burrencito quiso decir es: . q a diferencia d la Narco/CHACHALACA/Huachicolera su exjefe q ROBABA c/la Fundación VamosMex +sus Hijastros + la Lavandería del Octopus Gay.... en Canal Once hay Programa d J&amp;S",homophobic,0,FALSE,
spanish,"Mismas autoridades serias científicas que dicen que los hombres trans son mujeres y que los abortos son parte de la salud reproductiva? La corrupción se infiltra en todos lados, y no por ser científicos están exentos de eso. Un mismo discurso incuestionable? Qué ingenuo, no?",transphobic,2,TRUE,"Same serious scientific authorities who say that trans men are women and that abortions are part of reproductive health? Corruption infiltrates everywhere, and not because they are scientists are exempt from that. The same unquestionable speech? How naive, right?"
spanish,"¿Porque la palabra ""gay"" es un insulto y ""heterosexual"" no? ¿Porque la palabra ""negro"" suena mal y ""blanco"" no?. ¿Porqué la palabra ""gorda"" duele y ""delgada"" no? . 3 simples palabras: sociedad de m*erd*",homophobic,0,FALSE,
spanish,"Tanto que sabíais cómo era Mimut, me encantaría saber dónde estabais cuando acosaba a chicas trans o cuando se burla de ellas. Si el silencio es la única respuesta que tenéis ante todas las agresiones que sufrimos nosotros desde dentro de nuestras propias comunidades, como",transphobic,2,TRUE,"So much that you knew what Mimut was like, I would love to know where you were when I harassed trans girls or when you make fun of them. If silence is the only answer to all the aggressions we suffer from within our own communities, such as"
spanish,Pon tu cara marica,homophobic,0,FALSE,
spanish,"Escenario: una chica trans hetero, osea le gustan los penes, conoce a chico trans hetero, que le gustan las vaginas, van a tener relaciones y se dan cuenta que su sexo no coincide con su género, se rechazan... trans siendo transfobos",transphobic,2,TRUE,"Scenario: A hetero trans girl, I like penises, meets Trans Hetero, who likes vaginas, are going to have relationships and realize that her sex does not match their gender, they are rejected ... Trans being transpos"
spanish,ok si pero vos cantas como camionero trans con complejo de voz de thanos así que no me jodas gorda papuda,transphobic,2,TRUE,ok yes but you sing like a trans truck driver with the voice complex of Thanos so don't fuck me fat daddy
spanish,"Indignada sali de un parcial, por no decir llorando pq casi que si (maricona siempre). Como me enferma que en clase te dicen 2+2=4 y en el parcial : como se creo la tierra . No mas no lloro pq tengo que volver en colectivo con mucha gente, puta facultad",homophobic,0,FALSE,
spanish,encima dice q como a las mujeres se les pudo hacer tmb pueden hacerselos a las trans les juro que me estoy meando de la risa biología a marzo,transphobic,2,TRUE,"Above it says that how women could be done, they can be made to the trans I swear that I am pissing the biology laughter to March"
spanish,"Me di cuenta de lo asqueroso del paternalismo que ejercen los varones gays para """"""""defender"""""" a personas trans, se apropian de su voz y sus experiencias. Con razón el club gbt está por la verga, le dan la voz a esos machitos horrorosos en todo.",homophobic,0,FALSE,
spanish,"la inclusión: invitar a una payasa, remedo de maricona/entaconada/drag, burla de muchos, puta de varios, culera de nadie... . así o más pendejos en radio fórmula.",homophobic,0,FALSE,
spanish,"Mucho se habla de que la Ley Trans permitirá autodeterminarnos el género, pero poco de que los niños corren peligro y que les van a lavar la cabeza",transphobic,2,TRUE,"There is much talk that the trans law will allow self -determination of gender, but little that children are in danger and that they will wash their heads"
spanish,"Soy ateo y las religiones me parecen un anacronismo, una puta mierda. Mi crítica es hacia quienes ven homofobia en que Batman no sea gay, y que no sólo sea hacen de la vista gorda en países en donde serlo es PENA CAPITAL, sino que hasta lo equiparan.",homophobic,0,FALSE,
spanish,O que se trate desigualmente frente ante la ley por darle privilegio legal a un trans o homosexual solo por serlo.,transphobic,2,TRUE,Or that it is unequally in front of the law for giving legal privilege to a trans or homosexual only for being.
spanish,Me hace gracia que les cis estéis a tope con la veneno cuando la mayoría de la peña trans no la podemos ver por el triggering que nos causa,transphobic,2,TRUE,It makes me funny that you are ful
spanish,Tocó arreglar las cagadas del gordo marica. #UribismoRuinaDeColombia #DuqueLadrónHijueputa,homophobic,0,FALSE,
spanish,Unx debería tener un limite al dia de gay panics porque mucha adrenalina tan ijueputa,homophobic,0,FALSE,
spanish,"Tranquilo, dile que te haga bastante comida, luego la pones a que te haga un oral (lo detesta, es un transexual y tu olor a cebo le desagrada), cuando termine, vete a la sala, te echas en el sillón y te dedicas a ver fotos de todos, en todas las redes. Anda pues, vaya con Dios",transphobic,2,TRUE,"Quiet, tell him to make you a lot of food, then you put it to make an oral one (he hates him, it is a transsexual and his smell of bait dislikes), when he finishes, go to the room, you throw yourself in the armchair and do you dedicate Let's see photos of all, in all networks. Go, go with God"
spanish,Chica benta trans operada,transphobic,2,TRUE,Benta Trans operated girl
spanish,este señor es un fraude se ríe de la realidad trans... como él no tiene ni idea suelta esas gilipolleces,transphobic,2,TRUE,This man is a fraud laughs of trans reality ... As he has no idea loose those gilipolle
spanish,"mira lo dijo el gay que escucha puta basura de coreanos que la tienen mas pequeñaqu tu zorra, eres un puto irrespetuoso ydasmuchapena, les dices a los demas que dan cringe y eres el primero en decirñoñerias de tu novia, no te creas main character por tener novia, no eres el unico",homophobic,0,FALSE,
spanish,"Ya sé qpd no es como que la piro sea la cndh o el centro oficial del lobby lgbt kskskss sólo es un antro que da empleo a musculocas, dragas y personas trans... chile",transphobic,2,TRUE,"I know that it is not like the Piro is the CNDH or the official center of the lobby LGBT ksksks is only an antrum that gives use to musculos, dredgas and trans people ... Chile"
spanish,"Ningún problema. Qué los uniformados salgan entre ellos disfrazados de trans, gays, tortilleras, Unas cuantas fotitos con los ojos y labios pintados, (no como los carapintadas) y a cheques sin fondos Rossi le dicen q no hay q incorporar a nadie. Son todos trans y listo!",transphobic,2,TRUE,"No problem. That the uniformed leave between them disguised as trans, gays, tortillas, a few photos with painted eyes and lips, (not like carapintadas) and checks without funds Rossi tell him that there is no one to incorporate anyone. They are all trans and ready!"
spanish,Todavía no aniquilan a los trans? Jajaja lpm,transphobic,2,TRUE,They still do not annihilate the trans? Hahaha LPM
spanish,"Usted en la calle bobo marica ? Si usted votó por él menos barra brava . Por el narco paraco que tenemos de presidente, al cual le compraron la presidencia con dineros del narcotráfico. No sea cínico hijo de puta .",homophobic,0,FALSE,
spanish,"Creo que la manera en la que más se puede discriminar a una persona gay, lesbiana, trans, etc, es con la existencia de un colectivo para ellos. ¿Por qué se defiende un colectivo para ellos cuando en teoría son personas normales como el resto? 🤔",transphobic,2,TRUE,"I think that the way in which a gay, lesbian, trans, etc. can be discriminated against, is with the existence of a collective for them. Why does a collective defend themselves when in theory they are normal people like the rest? 🤔"
spanish,"Marica odio la gente 😒 . Ves que están necesitados, les ayudas, les das empleo, le brindas la mano.... Ahhh pero cuando uno necesita algo ahí si no están los hijueputas 😑😑😑",homophobic,0,FALSE,
spanish,"Pues con peña que rompe escaparates para llevarse ropa y busca su minuto de gloria al grito de maricones hijos de puta, lo mismo",homophobic,0,FALSE,
spanish,"Tia naty.! Asi como va ud va ser la lider del clan trans, esta muy bonito su baile pre coital, anda rogando penetracion muy subliminal,",transphobic,2,TRUE,"Tia Naty.! Just as you will be the leader of the trans clan, its pre -coital dance is very pretty, walking a very subliminal penetration,"
spanish,Serio? El joker se hizo transexual 😲😲,transphobic,2,TRUE,Serious? The Joker became transsexual 😲😲
spanish,"En mis años de vida no he conocido un solo hombre que haya pegado una mujer y así así con todas las tonterías que os quejáis. Y siempre lo hacéis como si las mujeres no lo hicieran igual, por cierto he conocido 2 hombres q se haya ido de putas y una lesbiana q lo ha hecho tamb",homophobic,0,FALSE,
spanish,"Es que luego os jode que ponga cositas, pero vosotros bien que dais, hijos de putas vosotros, maricones, que vivis de la uefa ganada al Fulham.",homophobic,0,FALSE,
spanish,"Te entiendo perfecto a mi tampoco me late ni para encuentro casual,ni como cliente,ni como seguidor,ni como nada un hombre que guste de hombres,trans,tv,etc....",homophobic,0,FALSE,
spanish,"No me he enterado porque no milito pero no apruebo ninguna agenda antiderechos, según Morena proponían legalizar el aborto, aprobar matrimonios de personas homosexuales en estados, identidad trans, justicia laboral, no han hecho nada incluso teniendo mayoría, que opinas de eso?",transphobic,2,TRUE,"I have not learned because not military but I do not approve of any anti -rights agenda, according to Morena they proposed to legalize abortion, approve marriages of homosexual people in states, trans identity, work justice, have they done nothing even having a majority, what do you think of that?"
spanish,Ofrezco. Ofrezco sexo a cambio de una ps5 q venga con el cyberpunk 2077. No importa si sos hombre o trans o lo q sea lo necesito ya,transphobic,2,TRUE,I offer. I offer sex in exchange for a PS5 that comes with the cyberpunk 2077. It doesn't matter if you are man or trans or whatever I need it now
spanish,Si es una mujer trans . Esta bien claro que no es una mujer. . Usar el movimiento trans. Que es el que nos corresponde para debatir. Ya está bien de usar al feminismo para todo lo que quieran los demás,transphobic,2,TRUE,If she is a trans woman. It is very clear that she is not a woman. . Use the trans movement. Which is the one that corresponds to us to discuss. It's okay to use feminism for everything that others want
spanish,Y tu te metes conmigo pq soy Chino y Trans. Que asco de gentuza.,transphobic,2,TRUE,And you get with me because I am Chinese and trans. How disgusting gentuza.
spanish,"Tontos nunca faltan. Tenía un amigo, inteligente, que se volcó con Podemos hasta intentar, él y la mujer, desestabilizar me. Él se rajó como una maricona. Ella mintió al juez. Ésa es la dinámica. Hideputas!¡",homophobic,0,FALSE,
spanish,"Esa es la síntesis y el espíritu de la ley trans. Démosle retuwit, porque es lo que nos van a imponer!!!",transphobic,2,TRUE,"That is the synthesis and the spirit of trans law. Let's give him retuwit, because it is what they will impose on us !!!"
spanish,Efectivamente. Trans es el que ya esta operado. Yo siempre estuve en contra de la incitación a cortarse el pene que acostumbran hacer los normies con ese grupo de personas ya que eso solo le deja mas destruida la mente al que se opera. Además de que hace un daño irreparable.,transphobic,2,TRUE,Indeed. Trans is the one that is already operated. I was always against incitement to cut the penis that the normies are used to do with that group of people since that only leaves the mind to which it is operated. Besides that it does irreparable damage.
spanish,Putos maricones,homophobic,0,FALSE,
spanish,"Y a los que dicen que estás gordo ni puto caso, son un atajo de maricones insecto-palos que solo les gusta lamer falos. Tu, sin embargo, estás del copón, hijo de la grandísima puta. Qué suerte tenéis algunos con la genética.",homophobic,0,FALSE,
spanish,"Lesbiana para así acostarse con las espías, es más progre...😉😉😉",homophobic,0,FALSE,
spanish,A lo mejor quiso decir trans-micción . 🤓,transphobic,2,TRUE,Maybe it wanted to say trans-mission. 🤓
spanish,"No es trans puta madre, solo esta bien mamada que trans ni que trans puros boludos usan esa excusa para tener fundamentos para odiar el juego, como Ellie Homosexual",homophobic,0,FALSE,
spanish,"Por eso el Estado no debería de darles una identificación como que son mujeres o hombres netamente, tendría que ser por ejemplo en un apartado decir que son trans, no hay que confundirse.",transphobic,2,TRUE,"That is why the State should not give them an identification like that they are women or men purely, it would have to be for example in a section that they are trans, it is not necessary to be confused."
spanish,"Yo le echaría bolas con una Trans, siempre y cuando no tuviera pene",transphobic,2,TRUE,"I would throw balls with a trans, as long as I had no penis"
spanish,La Decadencia de Occidente.... Ponen a la venta una muñeca transgénero de coletas y vestido con la que tus hijos podrían jugar,transphobic,2,TRUE,The decline of the West .... They put on sale a transgender doll of pigtails and dress with which your children could play
spanish,"¿Sabes que a quienes se está llamando de manera eufemística personas trans no son personas transexuales, verdad?",transphobic,2,TRUE,"Do you know that those who are being called euphemistic are transsexual people, right?"
spanish,No tienes la sensación que si esa frase no fuera de una mujer negra lesbiana o no la hubiera leído una mujer trans no las habría escocido tanto?,homophobic,0,FALSE,
spanish,"odio a los trolos, hodio a los trolos, homosexuales y transomosexuales y trans",transphobic,2,TRUE,"I hate the trolls, Hodio to the trolls, homosexuals and transomosexuals and transomosexuals"
spanish,"Siempre lo diré el homosexualismo y los trans son enfermedades y no son géneros,lo que requieren son si tratamientos especiales,en centros especiales, para que no perturben a la sociedad y sigan haciendo daño como este caso por ejemplo, adiós a ideología de género no hay de otra.",transphobic,2,TRUE,"I will always tell homosexualism and trans are diseases and are not genres, what they require are if special treatments, in special centers, so that they do not disturb society and continue to harm this case for example, goodbye to gender ideology not There is another."
spanish,"Los hombres tampoco les debemos un carajo y sin embargo ahí están. Protestando y odiando al hombre simplemente por ser hombre. Q contradictorio todo no? Y para q sepas, una mujer trans esa mujer, una travesti no. Así q cerra el orto si no sabes un carajo. Q das una pena terrible",transphobic,2,TRUE,"Men also owe them a fuck and yet there they are. Protesting and hating man simply for being a man. What contradictory does not everything? And for you know, a trans woman that woman, a transvestite. So close the ortho if you don't know a fuck. You give a terrible grief"
spanish,"No me sorprenderia. En UK , permitieron antes el matrimonio trans, ya que les cambiaban legalmente el sexo, y ya eran matrimonios hetero.",transphobic,2,TRUE,"I would not surprise me. In UK, they allowed trans marriage before, since they legally changed sex, and they were already hetero marriages."
spanish,tengo miedo de q m guste un hombre y sea gay,homophobic,0,FALSE,
spanish,"Por qué parar en #ParidadYa? Que cada lista tenga además por ley dos gays, tres indígenas, un trans, cuatro afros y tres romanés. Lo democrático es no basar la elección de un candidato en lo que es, sino en lo que piensa...",transphobic,2,TRUE,"Why stop in #Paridadya? That each list also has by law two gays, three indigenous, one trans, four Afros and three Romanesses. The democratic is not to base the election of a candidate on what it is, but on what he thinks ..."
spanish,"También vas a los perfiles de mujeres trans a señalar el brutal ataque que están ejerciendo sobre nosotras? Donde nos llaman absolutamente de todo, nos amenazan de muerte...? Ellas sí se pueden cachondear de las mujeres pero OJO no te metas con una persona trans porque pobretas.",transphobic,2,TRUE,"You also go to the profiles of trans women to point out the brutal attack they are exerting on us? Where they call us absolutely everything, they threaten us with death ...? They can get to get to women but eye do not mess with a trans person because poor."
spanish,Solo un sacowea trans se puede alegrar por ver la estatua de un héroe nacional pintada de color rosado fleto.,transphobic,2,TRUE,Only a trans sumow can be happy to see the statue of a nationally painted pink -color hero.
spanish,"Puffff vaya que se lo culee un perro bobo hijueputa, esas frasecitas con tufillo homofóbico demuestra que es puro gay de closet, que peligro por qué la mayoría de gays de closet ya sabemos que es lo que hacen",homophobic,0,FALSE,
spanish,"Siguen discriminando a nuestra comunidad Trans excluida de todo, #GobiernoCriminalCorruptoyMentiroso",transphobic,2,TRUE,"They continue to discriminate against our transframed community of everything, #Gobiernocriminalcorruptoymentiroso"
spanish,"Ese marica de Mazo no tiene ni puta idea de Fútbol,",homophobic,0,FALSE,
spanish,"Los maricones que ponen cosas tipo ""preño coño de puta"" me parecen el peak del humor en serio, es como tan camp y tan neandertal que me encanta.",homophobic,0,FALSE,
spanish,Yo a este paso. Me hago..... Trans . Gay. Elle. Obesa. Y me pongo pañuelo . Y luego me presento a miss España y gano por supuesto. Puta vida 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️,homophobic,0,FALSE,
spanish,"ser gay no te excluye de ser machista idiota, cállate y deja de joder puto del orto",homophobic,0,FALSE,
spanish,0 empatía con el pajero q decía ser varón trans para meterse a grupos d radfems y acosarlas.,transphobic,2,TRUE,0 Empathy with the straw that said to be male trans to get into D Radfems and harass them.
spanish,"q queres q te explique gay? solo puse ""al cine putas"" 👁",homophobic,0,FALSE,
spanish,Pero lo que más le importa al pueblo Marica Colombiano es cuando viene James a la PUTA. Selección Colombia de Mierda!!!!!!!!!,homophobic,0,FALSE,
spanish,Sería bueno lo demandará y lo metiera PRESO esas amenazas son serías esa cara de marica psicópata puede atentar contra su vida diputada,homophobic,0,FALSE,
spanish,que pedazo de gay gonza,homophobic,0,FALSE,
spanish,3:07 16/02/22. Nuevamente atacan mi cuerpo sutil y me queman el cuerpo con hechizo. El dolor de cabeza es muy fuerte. . Ok. Sigamos subiendo fotografías de otros lugares. ¿Qué les parece policías maricones e hijos de puta de inteligencia?,homophobic,0,FALSE,
