,lang,text,category,label
1565,tam,இதுகளுக்கு இடஒதிக்கீடு வேற வேணுமாம் 9 கூதிங்க,transphobic-derogation,5
1567,tam,இதுங்க தொல்ல தாங்க முடில,transphobic-derogation,5
1568,tam,என்னதான் நான் தான் அறிவாளி நெனச்சிக்கிட்டு பேசுனாலும் என்னமோ நாட்டை காப்பதுற போல உரிமை உரிமைன்னு  கூவுனாலும் இயற்கைக்கு எதிரா எந்த நாய் கூவுனாலும் அது அடிபட்டு ஓடும் எல்லாம் மழைக்கு முலைச்ச காளான்  இயற்கை மனித மூளைக்கு அப்பாற்பட்டது                      ,homophobic-derogation,1
1570,tam,மனித இனத்துக்கு எதிரானது,homophobic-derogation,1
1574,tam,இயற்கையை மாத்தனுன்னு நெனச்சா அது அழிவு ல தான் கொண்டு போய் விடும்இறைவனின் நேரடி தண்டனை வரும் சுனாமி நிலநடுக்கம் மாறிமொத்த மொத்த மாதன் சாவு இறைவன் நம்மை பாதுகாக்கவேண்டும்                      ,homophobic-derogation,1
1576,tam,பிறப்பின் நோக்கம் அறியாமல் தன் நிலை மறந்து உன் பேச்சு வியப்பளிக்கிறது பெண்ணே உனது பேச்சைக் குறைத்துக் கொள் உனது கேள்விக்கு பதில் நரகம் புரிந்து கொள் விழித்துக் கொள் உனது எதிர்காலம் இல்லாமல் போய்விடும் எதிர்காலம் என்பது after the death நீதித் தீர்ப்பு நாள் அந்த நாளில் இறைவன் உன் பேச்சைக் கேட்கமாட்டான் ஏனென்றால் இறைவன் விதித்த வரம்பை கடந்துவிட்டாய் உனது பயணம் அர்த்தமற்றது வாழ்வின் பயணத்தை தெரிந்துகொள்் பயணம் சிறப்பாக இருக்கும் பிறப்பின் நோக்கம் வெற்றி பெறுவாய் உன் செயலுக்கு நீயே பொறுப்பு உனக்காக பிரார்த்திக்கிறேன் ,homophobic-derogation,1
1582,tam,Sex என்பதை இறைவன் இனப்பெருக்கதிற்காகதான் படைத்தான்ஆனால் sex என்பதே இவ்வுலகில் இல்லாமல் இருந்தால் உலகத்தில் பரிசுத்தமாக மனிதன்  இருந்திருப்பார்கள்னு தோனுதுவிஜ்ஜான கண்டுபிடிப்புகள் மனிதனை ஆக்குவதற்காக இருக்க வேண்டும்அழிபதற்காக இல்லைவிலகுகள்கூட இப்படி அறுவறுப்பாக நடந்து கொள்ளாதுஏன் இந்த மனித இனம் கேவலமாக நடத்து கொள்ளுகிறதுவிஜ்ஜானதை மிச்சின இறைவன் சக்தி ஒன்னு இருக்குவிஜ்ஜானதால் இறந்தவனை உயிருள்ளவனா மாத்தமுடியுமாஇறைவன் பிறப்பு இறப்பு என்பதை படைத்தான் உங்களாள் முடிந்தால் உங்க விஜ்ஜானதை வைத்து இறப்பை மாற்றுகள் பார்போம்சாவல்லாக சொல்லுகிறேன் முடியாதுயாராக இருந்தாலும் இறப்பு என்பது வந்தேஆகும்எப்போது ஓரினச்சேர்கை அதிகம் ஆகுதோ அப்போது உலகம் அழிய போகுதுகிற அடையாளம்எவன் ஒருவன் மனஇச்சைக்கு அடிமையாகி வாழ்கிறானோ அவன் நரகதிற்கு செல்லுவான்நரகம் மனஇச்சையைகொண்டு முடப்பட்டுள்ளதுகுர்ஆன் படிபவர்களுக்கு தெரியும் ஓரினச்சேர்க்கை மறுமைநாளின் அடையாளம் என்றுஓரினச்சேர்கையாளர்களாள்தான் இறைவன் எய்ட்ஸ் என்கிற கொடிய நோய்யை அனுப்பினான்விஜ்ஜானதால் எய்ட்ஸ் நோய்க்கு மருந்து கண்டுபிடியுங்கள் பார்போம்அது இறைவன் கண்ணியம் இல்லாதவருக்கும் ஓரினசேர்கையாளுக்கும் தண்டனை இதுஇறைவன் நம்மை பார்கிறான் அடுத்த நொடி நிரந்தரம் இல்லை இவ்வுலகில்                      ,homophobic-derogation,1
1583,tam,காசை மிரட்டி வாங்கும் கும்பல்தா சாவடிக்கனும் இதுங்கல,transphobic-threatening,6
1585,tam,திறமையா பேசினா தப்ப கூட சரின்னு சொல்லுவிங்க போல இவங்க பேசுறது சரின்னா பேட்டி எடுக்குறவங்க முகத்த ஏன் மறைக்கிரிங்க இளைய தலைமுறைய திசைதிருப்பாதிங்க இது முற்றிலும் தவறு behinwoods இதுபோன்ற பதிவுகளை பதிவேற்றாதீர்கள்,homophobic-derogation,1
1588,tam,இது போடியா இல்ல போடா வா,homophobic-derogation,1
1598,tam,ச்சே கன்றாவி ,homophobic-derogation,1
1603,tam,சகோதரி மாலினி நீங்க  என்னத்தான் இத நியாயப்படுத்தி பேசுனாலும்  இது மிகவும் தப்பான காரியம் தயவுசெய்து இத விட்டு வெளிய வந்துடுங்க இந்த பாவத்துல பங்கு கொள்ளாதீங்கலோத்துவின் காலம் நோவாவின் காலம்  ஓரினச்சேர்க்கை பாவத்தால தான் இரண்டு மிக பெரிய பேராபத்து வந்ததுனு பரிசுத்த வேதாகமம் தெளிவா சொல்லுது அதுமில்லாம கடைசி காலங்களில் இதல்லாம் நடக்கும் என்று கர்த்தராகிய இயேசு கிறிஸ்துவும் சொல்லி இருக்காரு உலகத்தின் முடிவு நெருங்கி விட்டது கர்த்தராகிய இயேசு கிறிஸ்துவும் அதி சீக்கிரத்தில் வந்து நம்மை நியாயம்தீர்க்கப்போகிறார் இந்த பொல்லாத பாவங்கள் நமக்கு வேண்டாம்                      ,homophobic-derogation,1
1614,tam,அந்த அறிவு கெட்ட அயோக்கிய அநீதிபதி பொண்டாட்டி கூட குடும்பம் நடத்துரானா இல்லை ஏதாவது ஒரு ஆணின்  யை ஊம்பிகிட்டு இருக்கானானு தெரியவில்லை   இத்தகைய அயோக்கிய அநீதிபதிகளின் சாமானை இழுத்து வைத்து பொதுமக்கள் மத்தியில் அறுத்து காக்காவிற்கு போட்டால் மட்டுமே இத்தகைய அநீதிபதிகளை களையெடுக்க முடியும்  இதுவரை சிறுமிகளை மட்டுமே கடத்தி கற்பழித்த காம வெறி பிடித்த பா ஜ க இந்துத்துவா கரசேவ கயவர்கள் இனி சிறுவர்களையும் விட்டு வைக்கமாட்டார்கள் மக்களே உங்கள் வீட்டு சிறுவர்கள் ஜாக்கிரதை  ஹை கோர்ட் ஜர்ஜ் அயோக்கியன் வரான் ஆண் பிள்ளைகளை பத்திரமா கைல பிடியுங்கள்,homophobic-derogation,1
1619,tam,இப்படி இருந்தால் அரவானியை யாரும் ஆதரவு செய்ய மாட்டார்கள் இப்படி எல்லாம் பேசினால் கொன்றுவிடவேண்டும்                      ,transphobic-threatening,6
1621,tam,எதுக்குடா இறைவன் ஆண்  பெண் என்று வித்தியாசமா படைத்தார்  தீர்ப்பு  சொன்ன ஜட்ஜ்  ஆம்புலகூடயா  குடித்தனம் செய்கிரான்  மானங்கெட்டவனுகள்,homophobic-derogation,1
1633,tam,9  தேவுடியா  புட  மவனுகள அவனுகள  சுட்டு கொள்ளனும்  அநியாயம்  பன்றானுக,transphobic-threatening,6
1645,tam,இவள் ஒரு விசரிசுண்ணயின் மகிமை தெரியாத பிஞ்ச வடை புண்டைக்கு புண்டை சுண்ணிக்கு  சுண்ணியா ஐயோ ஆண்டவா இவளை பார்த்தால் எந்த ஒரு சுண்ணயும் எழும்பாது எப்படி பிள்ளை பெறுவாள் சுண்ணி இல்லாது பிள்ளை பெறுவாளா ,homophobic-derogation,1
1647,tam,இந்த ஒம்போதுங்க தொல்ல தாங்கல,transphobic-derogation,5
1652,tam,அடடா அவளா இவள் ,homophobic-derogation,1
1653,tam,ஓரினசேர்க்கை சட்ட படி தவறு இந்த மாதிரி பன்னுரஉங்கள ஜெயில் ல புடிச்சு போடனும் ஒரு ஆனுக்கு ஒரு பொன்னு இது தான் நம் நாட்டின் கலாச்சாரம்,homophobic-threatening,2
1654,tam,சரிதான் ஓரின gay lesbian சேர்க்கை விபச்சாரத்தை விட கொடியது,homophobic-derogation,1
1667,tam,அரவானிகள் யதார்த்தமாகவே நல்லவர்கள் கிடையாது இதுதான் அவர்கள் சுயரூபம்                      ,transphobic-derogation,5
1668,tam,இது ஆம்பளையா பொம்பளையா,transphobic-derogation,5
1669,tam,ஓரீணசெயற்கை சரினு சொல்றவங்க யாருக்கு போறந்தாங்க அப்பா அம்மாவுக்கா  அப்பா அப்பாக்கா  அம்மா அம்மாவுக்கா,homophobic-derogation,1
1670,tam,இனி அடுத்தது அனிமெல் செக்ஸ்க்கு  அனுமதி கிடைக்கும்டா ஆம்பளைய சுவைத்து போரடித்தால் நாய் மாடு என பல ஐட்டங்கள் இருக்குது என்சாய் பன்னுங்கடாடி,homophobic-derogation,1
1671,tam,ஏம்மா நீயெல்லாம் ஒரு பொண்ணா அறிவு கெட்ட  முண்டம்  உங்களின்  இந்த கேவலம்  கெட்ட வாழ்க்கை  முறை  குடும்ப  அமைப்பு  முறையை  சீரழித்து விடாதா                      ,homophobic-derogation,1
1672,tam,பிச்சை எடுக்கும் பிச்சைக்கார திருநங்கைகளை ஆதரிப்பவர்கள் இருக்கும்வரை இந்த மாதிரியான அராஜகம் தொடர செய்யும் யாரும் பணம் கொடுத்து இந்த நாய்களை ஊக்குவிகாதீர்கள்,transphobic-derogation,5
1680,tam,நாசமா அழிந்து போவதற்கான உச்சக்கட்ட வழி தேவன் அருவருக்கும் மிகப்பெரிய பாவம் இப்படி தான் சோதோம் கொமோரா ல ஓரினசேர்க்கை செய்து மிதந்து கிட்டு இருந்தாங்க தேவன் அந்த நகரத்த மண்ணோட மண்ணாக்கினார் மறுபடியும் கொரோனா மாதிரி அழிவு வராம இருக்க அதை சட்டம் பூர்வமாக தவறு னு சொல்லனும் சோதோம் கொமோரா அழிந்ததற்க்கான ஆதாரங்கள் பூமியில் இருக்கிறது,homophobic-derogation,1
1683,tam,இத ஆதரித்து பேசுரவங்க எல்லாம் ஒரிணசேர்க்கையாளர்கள் தான்,homophobic-derogation,1
1686,tam,நீ பெண்ண இல்ல ஆணா,homophobic-derogation,1
1687,tam,அவன் யாரு டா அவன் வில்லன் என்ட்ரி குடுக்குறான் அவனும் பொட்டயா                      ,transphobic-derogation,5
1695,tam,இப்போ ஆணோ பெண்ணோ ஓரினச்சேர்க்கையாளர்களால்  ஒருவர் பாலியல் துன்புறுத்தபட்டால் அதுக்கு தண்டனை உண்டா இதை சட்டத்தின் ஆதாரத்தோட நிருபிக்க முடியுமா திருமண அனுமதி கிடைக்கும்சொத்திலே பங்கு கொடுக்கனும் பணக்கார ஒரு பையனோடவோ பெண்ணோடவோ சக தோழமையா பழகி பின் ஏமாற்றபட்டதா வழக்கு போட்டால் பெண் ஏமாற்றபட்டால் சட்டம் குடுக்கிற அதே தண்டனை இவர்களுக்கும் உண்டா ஆக ஒன்னு தெறியுது ஆண் ஆணோடவோ பெண் பெண்ணோடவோ பழகுவது கூட ஆபத்தாக முடிய வாய்ப்புள்ளது சட்டத்தை துஷ்பிரயோகம் செய்பவர்களுக்கு சாதகமா தீர்ப்பு வந்துள்ளது மரத்திலே கூட ஆண்மரம் பெண்மரம் என படைத்த ஆண்டவனை விட தீர்ப்பு குடுத்த ஜட்ஜ் தன்னை அறிவாளி என நினைத்து கொண்டார் போல ஏய் கன்னாடி உங்கம்மா உங்கப்பாவை கூட பக்கத்தில வைச்சுகிட்டு இப்படி பேட்டி குடு அவங்க முகத்தையும் பாக்கனும்,homophobic-derogation,1
1701,tam,திருநங்கைகளின் முன்னேற்றம் இதில் தெரிகிறது முன்னேற்றம் முன்னேற்றம் என்று தூக்கி விட்டு இறுதியில் ஆண்கள் தான் பின் தங்கி இருக்கிறோம் ,transphobic-derogation,5
1716,tam,Homosex is a Sin in sight of God God destroyed the entire city Sodom and Gomorrah by Fire See the Bible verses about destroyed city அப்பொழுது கர்த்தர் சோதோமின்மேலும் கொமோராவின்மேலும் கர்த்தராலே வானத்திலிருந்து கந்தகத்தையும் அக்கினியையும் வருஷிக்கப்பண்ணி  அந்தப் பட்டணங்களையும் அந்தச் சம பூமியனைத்தையும் அந்தப் பட்டணங்களின் எல்லாக் குடிகளையும் பூமியின் பயிரையும் அழித்துப்போட்டார்   ஆதியாகமம் 19  24 25  Gods wroth will be on the city where the people committed homosexuality                      ,homophobic-derogation,1
1717,tam,இது ஆம்பளையா பொம்பளையா,transphobic-derogation,5
1734,tam,மூண்றாம் பாலித்தார்கள் ஆண் பெண்ணாக உண்பவர்களும் பெண் ஆணாக உண்பவர்களும் சோர்ந்துக்கோ உனக்கு பிறவியில் ஆண்மகனாக பிறந்தவனே தான் வேணுமா                      ,transphobic-derogation,5
1737,tam,வணக்கம் மாலினி நீங்க இப்படியே ஓரின gay lesbian சேர்க்கையில் இயற்கைக்கு எதிராக வாழ்வதுட்ட எங்களுக்கு பிரச்சினை இல்லை ஆனால் ஓரின gay lesbian சேர்க்கையிலும் இருந்துவிட்டு நாளை எங்களை போல் heterosex க்கு மாறும் போது உங்களால் பரவும் பால்வினை நோய்களை  யாரு அனுப்பவிப்பது  Deficiency க்கும் some psychological Disorder க்கும்  தயவுசெய்து வித்தியாசம் தெரிந்து விட்டு பேசுங்க ஓரின gay lesbian சேர்க்கை என்பதே Personality disorder  அறிவாளி மாதிரி பேசுவதற்கு முன் மருத்துவம் மனோ தத்துவம் தமிழ் சமூக குடும்ப கட்டமைப்பு வாழ்வியல் அப்படியே கொஞ்சம் ஆன்மீகத்தையும் தேடி படி ம்மா அப்பதான்  பெண்களுக்கே உண்டான பொறுமை நாணம் போன்ற குணம் இனியாவது உனக்குள் பிறக்கும்,homophobic-derogation,1
1743,tam,ஆதரித்த சகோதர சகோதரியே மிருகம் கூட அப்படி இருப்பதில்லை நாயை வி கேவலமா போய்ட்டியே,homophobic-derogation,1
1744,tam,ஆண்கள் நிறைய காமக் கொடூரர்கள் ஆக உள்ளார்கள் பெற்றோர் கவனிப்பு இல்லாத வீட்டில் சிறுவயதில் உள்ள பயன்களையும் பெண்களையும் பாலியல் பண்ணத்தான் செய்கிறார்கள் அதனால் எப்படி பெண்ணோட உடைகளை அணிந்து பெண்ணென்று சொல்வீர்கள் பணம் சம்பாதிக்க மக்களை முட்டாளாக்க இது ஒரு வழி,transphobic-derogation,5
1750,tam,விதி பொருந்தாது   கத்தி இன்றி  ரத்தமின்றி  யுத்தம் ஒன்று வருகுது  நம் முன்னோர்கள் சொன்னது இதுதானோ   நீதிபதி  இந்த தீர்ப்பை வழங்காமல்  இருந்து  தற்கொலை செய்து கொண்டு இருக்கலாம் மேலும் நீதிபதி மக்கள் சட்டத்தை மதிக்காதீர்கள்  என்று மறைமுகமாக  கூறுவதாக  நினைக்கின்றேன்                       ,homophobic-threatening,2
1754,tam,நாசமா அழிந்து போவதற்கான உச்சக்கட்ட வழி தேவன் அருவருக்கும் மிகப்பெரிய பாவம் இப்படி தான் சோதோம் கொமோரா ல ஓரினசேர்க்கை செய்து மிதந்து கிட்டு இருந்தாங்க தேவன் அந்த நகரத்த மண்ணோட மண்ணாக்கினார் மறுபடியும் கொரோனா மாதிரி முடிவு  வராம இருக்க அதை சட்டம் பூர்வமாக தவறு னு சொல்லனும் சோதோம் கொமோரா அழிந்ததற்க்கான ஆதாரங்கள் பூமியில் இருக்கிறது,homophobic-derogation,1
1755,tam,மாலினி உண்ட ஒரு கேள்வி உணர்வுகள் அடிப்படையிலான பார்வைல அவரவர் கோணத்தில்  சுய தேர்வு என்னவோ அதுதான் நியாயமா படும் விருப்பப்படி வாழுறது கு பெயர் சுதந்திரம் இல்லை தோழி அது முறையற்ற வாழ்க்கை முட்டால் தனம் உனக்கு உன் உணர்வு முக்கியம் என்பது போல் வேறு ஒருவன் தன் தாய் தன் மீது அன்பு செலுத்துகிறார் அவரைப்போல் அன்பு செலுத்த வேற யாரும் இல்லை என்று நினைக்கிறான் என்று வைப்போம் அவன் அவன் வாழ்கையை அவன் தாயோடு வாழ  மன்னிக்கவும் விரும்புகிறான் என்றால் அதை அவனுக்கு பிடிச்சதா அவன் செய்ரான் இதுல என்ன தவறு ன்னு சொல்ல முடியுமா அது மா பாவம் இல்லையா பிடிசவங்க கூட லாம் வாழ முடியாது எல்லாரையும் பிடிக்கும் நேசிப்போம் ஆனால் இணைந்து வாழ்வது என்பது ஒரு ஆணும் ஒரு பெண்ணும் முறைப்படுத்த பட்ட வழியில் வாழ்வது தான் இவ்வளவு அறிவா பேசுற நீ சிந்தித்து பார் தேனை விட விசம் பார்பதற்கு அழகாக தோன்றும் என்பதால் மனம் தரும் குடிக்கலாம் என்று அங்கு அறிவு பேசவேண்டும் குடித்தால் இறந்து விடுவாய் என்றுநன்றி,homophobic-derogation,1
1760,tam,ஓரின சேர்க்கை தவறானது தான் ஓரின சேர்க்கை சரியானது என்பவர்கள் தவறானவர்களே 5 அறிவு உயிரி கூட அதன் துணை அறிந்து சேரும்,homophobic-derogation,1
1763,tam,100 உண்மை மனித ஓரினசேர்க்கை  அரகர்களுக்கு சரியான செருப்படி கொடுத்தீர்கள்இவர்கள் வாழ தகுதியற்றவர்கள்இந்த மானகெட்ட பொழப்புக்கு தூக்கு போட்டு தொங்க வேண்டும்,homophobic-threatening,2
1764,tam,இவ மூஞ்சி புண்டய பாரு ெபாட்ட கூதி,homophobic-derogation,1
1768,tam,ஓரின சேர்க்கை கண்டிப்பாக தவறு,homophobic-derogation,1
1771,tam,அழிவு காலம் இப்படித்தான் நடக்கும்,homophobic-derogation,1
1778,tam,அப்போ  சாவு,homophobic-threatening,2
1789,tam,தூக்கி ஜெயில போட்டு அம்மனமா வெலுத்தா சரியா போயிரும்,transphobic-threatening,6
1790,tam,நீதி துறை சொன்ன தீர்ப்பு தவறு  சரின்னு சொன்னவங்க எல்லோரும் அந்த வேலையை செய்வாங்க போல ஒரினசேர்க்கை இயற்க்கைகக்கும் இறைவனுக்கும் எதிரானது                      ,homophobic-derogation,1
1796,tam,Super பங்காளி ஆனா நா இத பத்தி என்னா நினைக்கிரேன் தெரியுமாஇந்த கோமோ செக்ஸ் ஒரு பரிணாம வளர்ச்சி மாதிரி தெரியுதுகலப்பு இனம் மாதிரியும் தெரியுதுகுரங்கிலிருந்து மனிதம் உருவானது இந்த கலப்பினம் அதிகரித்தால் மனிதம் அழியவும் வாய்ப்பிருக்கிறது ஆரம்பம் சிறியதாகத்தான் இருக்கும்                      ,homophobic-derogation,1
1798,tam,நாசமா அழிந்து போவதற்கான உச்சக்கட்ட வழி தேவன் அருவருக்கும் மிகப்பெரிய பாவம் இப்படி தான் சோதோம் கொமோரா ல ஓரினசேர்க்கை செய்து மிதந்து கிட்டு இருந்தாங்க தேவன் அந்த நகரத்த மண்ணோட மண்ணாக்கினார் மறுபடியும் கொரோனா மாதிரி அழிவு வராம இருக்க அதை சட்டம் பூர்வமாக தவறு னு சொல்லனும் சோதோம் கொமோரா அழிந்ததற்க்கான ஆதாரங்கள் பூமியில் இருக்கிறது,homophobic-derogation,1
1801,tam,இப்போது ஓரின gay lesbian சேர்க்கை அனுமதி என்பான் இனி விபச்சாரம் அனுமதி என்பான் பின் ரோட்டோரத்தில் வெட்ட வெளியில் பாலியல் அனுமதி என்பான் யார் வோண்டுமானாலும் யாருடனும் தொடர்பில் இருக்கலாம் என்பான் முட்டா பய ஊரில்                      ,homophobic-derogation,1
1802,tam,எல்லாம் அழகான ஆம்பள யும் உன்னை தடவுனாங்கலாஏன் கதை,homophobic-derogation,1
1804,tam,உலக அழிவு என்பது நீதிபதியிடம் இருந்து ஆரம்பம் ஆகிறது,homophobic-derogation,1
1813,tam,போடி லூசு ஒன்பது,transphobic-derogation,5
1818,tam,நீதிபதி பையனுக்கு ஒரு பையன பார்த்து கல்யாணம் பண்ண சொல்லு அதேமாதிரி பொண்ணுக்கும் பண்ண சொல்லு எனக்கு ஒரு சந்தேகம் நீதிபதியும் அதுவானு                      ,homophobic-derogation,1
1823,tam,tommy  அதே ஈர்ப்பு ஆடு மாடுகழுதை குதிரைபன்னிமேல வந்தால் கருமம்டா உங்க லாஜிக்                      ,homophobic-derogation,1
1825,tam,இயற்கையை மாத்தினா பெரிய பெரிய ஆபத்துகள் வரும் இறைவன் புறத்தில் இருந்து தண்டனை வரும் அதன் சுனாமி ஸ்டார்ம்ஸ எல்லாம் வர காரணம்                      ,homophobic-derogation,1
1830,tam,எத்தனை சட்டங்கள்  இப்படிப்பட்ட  கேவலமான  உறவுகளுக்கு  சாதகமாக வந்தாலும்  மிகவும் வெளியில்   சொல்லமுடியாத  வியாதியில் இவர்கள்  சாவது  உறுதி அப்போ  கோர்ட்  வந்து  இவர்களை  காப்பாற்ற  முடியாது  கேவலமான  மரண  படுக்கை  உறுதி,homophobic-threatening,2
1832,tam,எனக்கு ஒரு சந்தேகம் நீங்க ஆனா இல்ல பெண்ணா,transphobic-derogation,5
1837,tam,Vijay Kumar   நான் ஆம்பள அதனால தான்  அவர்கள் இயற்கைக்கு மாறானவர்கள்,transphobic-derogation,5
1841,tam,இந்த அநியாயத்தை தனி மனித உரிமை என்றால் ஹெரோயின் கஞ்சா எல்லா போதை வஸ்துக்களையும் பாவிப்பது தனி மனித உரிமையாகும்                      ,homophobic-derogation,1
1842,tam,தன் பால் ஈர்ப்பு இயற்கை  அதைத் தடுக்கக்கூடாது என்பது மிகவும் அபத்தமானது  அது இயற்கையானது அல்ல என்பதால் யோக்கியமற்றது  இவர்கள் கூறும் ஒற்றைச் சொல் எங்களுடைய தனிப்பட்ட உணர்வு  ஒரு குறிப்பிட்ட மக்களுடைய இயற்கைக்கு மாறுபட்ட உணர்வு சரி என்பதை ஏற்றுக்கொள்வது தவறு  குடித்து குடும்பத்தை அழிப்பவன் பல பெண்களுடன்ஆண்களுடன் கள்ள உறவு கொள்ளுபவர்கள் கொலை செய்பவர்கள் கொள்ளையடிப்பவர்கள் போன்ற சமூக விரோதிகளும் இது எங்கள் உணர்வு சம்பந்தப்பட்டது என்று எளிதாக சொல்லலாம்  அதை ஏற்றுக்கொள்ள முடியுமா  திருட வேண்டும் என்ற உணர்வு இயற்கையானதுதானே பல பேருடன் உறவு கொள்ளத்துடிப்பது இயற்கையானதுதானே பெற்றோரை கவனிக்க விரும்பாத உணர்வும் இயற்கைத்தானே அதையும் இனி தவறு அல்ல என்று சட்டம் இயற்றி அதற்கு வக்காலத்து வாங்குமா இந்த அரசு                      ,homophobic-derogation,1
1852,tam,ரொம்ப அட்ற பேக்கூதி,homophobic-threatening,2
1854,tam,INDHA 20LA  LESPIANS  EVLO PERCENTAGE  BROINDIALA ஆண் என்பது  எழுச்சியின்  வடிவம்பெண்  என்பவள்   தாங்குபவள்பூமி போல்அகழ்வாரைத் தாங்கும் நிலம்பொறுமை அமைதி  நிதானம்உடல் அப்படித் தான் வடிவமைக்கப் பட்டுள்ள து ஆண்அது  மிருக மானாலும்  மனிதனானாலும்உ டல்   உறுப்பைப் மர்ம        பார்த்து  மன  நிலையை  சொல்லி விடலாம்   ஆனால்  பெண் இனம் அப்படி அல்ல எந்தசாதாரண பார்வைக்கு வெளிப்பாடும்  இருக்காது2பெண்கள்  சேர்ந்து  என்ன  செய்வார்கள்  குழந்தையும் பிறக்காது சட்ட   அங்கீகாரம் கொடுக்க கூடாது அல்லி ராஜ்ஜியம் என்று படித்து   இருக்கிறோம் முன் காலத்தில்  பெண்கள் சுதந்திரமாக இருந்து  கட்டுக்கடங்காமல் போய்  பின் பல   நூறு  ஆண்டு கள் போராடி  அவர்களை  பூட்டி  வைத்தார்களோ  நாம்  விவரம் புரியாமல்  செய்யும் செயல் DRAGULA சினிமாவில் வருவது போல் திறந்து விடூவிக்கிறோமோ என்ற  அச்சம் எழுகிறது எதில் போய் முடியுமோ இந்த இயற்கையை    எதிர்க்கும்  விளையாட்டு   ஆண் வர்க்கம்  காரக்கிரகத்தில்  கிடக்க வேண்டி வரும்  நாள் 4 தலைமுறைக்கு குள்ளேயே வரும்                      ,homophobic-derogation,1
1856,tam,Yogini Ammu  டேய்  நீயும்  9 தானே  உனக்கு  அதான் கோவம் வருது,transphobic-derogation,5
1857,tam,கடப்பாரைய பழுக்க காய்ச்சி அவ புண்டைல சொருகி இருக்கனும்,transphobic-derogation,5
1862,tam,இன விருத்தி எப்படி செய்வது என்பதையும் அந்த நீதிபதி சொல்லியருக்க வேண்டும்,homophobic-derogation,1
1863,tam,J devi jahir J devi jahir  எல்லா ஆண்களும் கொலை செய்வதில்லை எல்லா ஆண்களும் கற்பழிக்கவில்லை ஆனால் உங்களில் 80சதவீதம் பெரும்பான்மை அப்படி உள்ளனர்  இருக்குற சுதந்திரத்தை யாருக்கும் இடையூறு இல்லாமல் பயன்படுத்துங்கள்  தனி மனித ஒழுக்கம் என்று ஒன்று இருக்கிறது,transphobic-derogation,5
1865,tam,ஒன்னும் புரியாம கண்டதயும் பேசதீங்க சரிஅப்போ நீங்க இப்போ ஒரு பொண்ணு மேல ஆச படுறீங்க அப்போ நாளைக்கே ஒரு பெண் குதிரை இல்லை பெண் குரங்கு மேல ஆச படுவீங்களா நீங்க பேசுற விஷியம் உங்க அறிவுக்கு எட்டலனா நீங்க தெரிஞ்சுட்டு பேசுங்க,homophobic-derogation,1
1866,tam,chandra lekha  அடிங்க போடி ஒம்போது,transphobic-derogation,5
1868,tam,ஓம் பொண்டாட்டிய எங்க டிடா,homophobic-derogation,1
1869,tam,Sasikumar MM  மங்குனி மாமாவே மனிதன் இயற்கையை மாற்றுவதால் ஏற்படும் சீற்றம் வேறு இயற்கையே தன்னை மாற்றும் சீற்றம் வேறு அது இருக்கட்டும் உனக்கு சொன்னா புரியாது  டேய் மங்குனி இயற்கை அழிக்கிறதோ இல்லையோ நீங்களே உங்களை அழிச்சுக்குவீங்க ஓரின சேர்க்கையாளர்கள் தங்களின் காம வெறியை புறரிடம் தினிக்காமல் இருந்தால் இந்த ஒரு தலைமுறையோடு நீங்கள் அழிந்து விடுவீர்கள்                      ,homophobic-derogation,1
1872,tam,  சாமான் சண்ட scientific ஆ வெக்கங்கெட்ட மூதி,homophobic-derogation,1
1875,tam,உங்கள் கருத்தை நான் ஏற்று கொள்கிறேன் ஓரினச் சேர்க்கை தவறு என்றால் அம்மா மகனோடு உறவு அண்ணன் தங்கை உடனும் உறவு கொள்ளளாமா,homophobic-derogation,1
1881,tam,பாவம் பெருகும் அதணால்  உலகம் அழியும்,homophobic-derogation,1
1882,tam,இவர்கள் சிறுவர்களாக இருக்கும்போது மனமாற்றம் செய்து முன்பு மாற்றப்பட்ட நபர்களை காட்டி எப்படி இருக்கிறார்கள் சம்பாதிக்கிறார்கள் ஆசைவார்த்தை தூண்டி இருப்பார்கள் மாட்டிய ஒரு சிலதை ஒரு சில காலங்கள் பெற்றோரிடம் சென்றுவர விடுவார்கள் சிறிது மாற்றத்தை அவர்களிடம் காட்டில் பெற்றோரை பெருக்க வைத்து வீட்டை விட்டு விரட்ட அளவுக்கு செய்துவிட்டு பெரிய மாநிலங்களுக்கு ஏற்றுமதி செய்து விடுவார்கள்,transphobic-derogation,5
1885,tam,இப்படி பயணிகள் முன்னால் ஆபாசமான வார்த்தை அசிங்கமாக பேசினால் பொட்டை ஒன்பது அலி அப்படின்னு கன்டீப்ப கூப்புடுவாங்க இந்த மாதிரி அசிங்கமாக நடந்துக்கறவிங்களா ஒன்பது பொட்டை அலி அப்படின்னு சொல்றது தப்பே இல்லை,transphobic-derogation,5
1886,tam,ரொம்ப நல்லவபோல நடிக்கறாள் பேசுகிறாள் காசுகொடுக்கலைனு மீஞ்சூர்ல அரசுபணியாளர் ஒருத்தரை இரண்டு அலிகள்சேர்ந்து அடிச்சு கொலைபண்ணிட்டாளுக,transphobic-derogation,5
1887,tam,இந்த தேவிடியாலுகளா எல்லாம் ஓட ஓட  வாயிலையே வெட்டனும்,transphobic-threatening,6
1889,tam,டை தேவுடியா நாயா எங்க நாட்டை வீட்டு செல்,homophobic-threatening,2
